

Data analysis for each instance 
AVG,MED,MAX,MIN
4531,4531,4531,4531,
4181,4181,4181,4181,
4146,4146,4146,4146,
4247,4247,4247,4247,
4566,4566,4566,4566,
4033,4033,4033,4033,
4004,4004,4004,4004,
3883,3883,3883,3883,
3951,3951,3951,3951,
4466,4466,4466,4466,
3708,3708,3708,3708,
4328,4328,4328,4328,
4217,4217,4217,4217,
4394,4394,4394,4394,
3959,3959,3959,3959,
4111,4111,4111,4111,
5363,5363,5363,5363,
4027,4027,4027,4027,
4066,4066,4066,4066,
5170,5170,5170,5170,
4211,4211,4211,4211,
4755,4755,4755,4755,
4007,4007,4007,4007,
3923,3923,3923,3923,
3922,3922,3922,3922,
3931,3931,3931,3931,
4316,4316,4316,4316,
4516,4516,4516,4516,
4020,4020,4020,4020,
4202,4202,4202,4202,
3906,3906,3906,3906,
4025,4025,4025,4025,
4057,4057,4057,4057,
3803,3803,3803,3803,
3803,3803,3803,3803,
4688,4688,4688,4688,
3922,3922,3922,3922,
3875,3875,3875,3875,
4354,4354,4354,4354,
4097,4097,4097,4097,
3787,3787,3787,3787,
4017,4017,4017,4017,
4004,4004,4004,4004,
4474,4474,4474,4474,
4176,4176,4176,4176,
3876,3876,3876,3876,
4499,4499,4499,4499,
4596,4596,4596,4596,
3838,3838,3838,3838,
4566,4566,4566,4566,
3994,3994,3994,3994,
3884,3884,3884,3884,
4160,4160,4160,4160,
4494,4494,4494,4494,
3881,3881,3881,3881,
4252,4252,4252,4252,
4189,4189,4189,4189,
3870,3870,3870,3870,
4187,4187,4187,4187,
3789,3789,3789,3789,
4327,4327,4327,4327,
3849,3849,3849,3849,
3793,3793,3793,3793,
4032,4032,4032,4032,
4245,4245,4245,4245,
4267,4267,4267,4267,
4596,4596,4596,4596,
3854,3854,3854,3854,
4815,4815,4815,4815,
4181,4181,4181,4181,
3941,3941,3941,3941,
4040,4040,4040,4040,
3875,3875,3875,3875,
3872,3872,3872,3872,
3976,3976,3976,3976,
3978,3978,3978,3978,
4125,4125,4125,4125,
4334,4334,4334,4334,
3905,3905,3905,3905,
4622,4622,4622,4622,
4175,4175,4175,4175,
3998,3998,3998,3998,
4691,4691,4691,4691,
3775,3775,3775,3775,
4008,4008,4008,4008,
4191,4191,4191,4191,
4778,4778,4778,4778,
4239,4239,4239,4239,
4907,4907,4907,4907,
4388,4388,4388,4388,
4725,4725,4725,4725,
4013,4013,4013,4013,
3821,3821,3821,3821,
4543,4543,4543,4543,
4243,4243,4243,4243,
4081,4081,4081,4081,
4075,4075,4075,4075,
3996,3996,3996,3996,
4155,4155,4155,4155,
4517,4517,4517,4517,


4204,4204,4204,4204,
4049,4049,4049,4049,
3923,3923,3923,3923,
4365,4365,4365,4365,
4510,4510,4510,4510,
3998,3998,3998,3998,
4035,4035,4035,4035,
3861,3861,3861,3861,
3977,3977,3977,3977,
4366,4366,4366,4366,
3715,3715,3715,3715,
4251,4251,4251,4251,
4167,4167,4167,4167,
4603,4603,4603,4603,
3963,3963,3963,3963,
4083,4083,4083,4083,
4717,4717,4717,4717,
3893,3893,3893,3893,
4110,4110,4110,4110,
4728,4728,4728,4728,
4159,4159,4159,4159,
4649,4649,4649,4649,
3982,3982,3982,3982,
3860,3860,3860,3860,
3908,3908,3908,3908,
3759,3759,3759,3759,
4303,4303,4303,4303,
4376,4376,4376,4376,
3961,3961,3961,3961,
4238,4238,4238,4238,
3893,3893,3893,3893,
4056,4056,4056,4056,
4046,4046,4046,4046,
3793,3793,3793,3793,
3656,3656,3656,3656,
4545,4545,4545,4545,
3897,3897,3897,3897,
3786,3786,3786,3786,
4161,4161,4161,4161,
3965,3965,3965,3965,
3751,3751,3751,3751,
3915,3915,3915,3915,
3907,3907,3907,3907,
4263,4263,4263,4263,
4104,4104,4104,4104,
3920,3920,3920,3920,
4323,4323,4323,4323,
4588,4588,4588,4588,
3852,3852,3852,3852,
4387,4387,4387,4387,
4083,4083,4083,4083,
3757,3757,3757,3757,
4170,4170,4170,4170,
4362,4362,4362,4362,
3893,3893,3893,3893,
4181,4181,4181,4181,
4178,4178,4178,4178,
3773,3773,3773,3773,
4090,4090,4090,4090,
3725,3725,3725,3725,
4242,4242,4242,4242,
3754,3754,3754,3754,
3788,3788,3788,3788,
4049,4049,4049,4049,
4164,4164,4164,4164,
4334,4334,4334,4334,
4494,4494,4494,4494,
3894,3894,3894,3894,
4670,4670,4670,4670,
4074,4074,4074,4074,
3928,3928,3928,3928,
4013,4013,4013,4013,
3921,3921,3921,3921,
3730,3730,3730,3730,
3963,3963,3963,3963,
3864,3864,3864,3864,
4080,4080,4080,4080,
4387,4387,4387,4387,
3875,3875,3875,3875,
4701,4701,4701,4701,
4052,4052,4052,4052,
4008,4008,4008,4008,
