

Data analysis for each instance 
AVG,MED,MAX,MIN
0.291,0.291,0.291,0.291,
0.253,0.253,0.253,0.253,
0.321,0.321,0.321,0.321,
0.323,0.323,0.323,0.323,
0.282,0.282,0.282,0.282,
0.32,0.32,0.32,0.32,
0.262,0.262,0.262,0.262,
0.313,0.313,0.313,0.313,
0.28,0.28,0.28,0.28,
0.306,0.306,0.306,0.306,
0.314,0.314,0.314,0.314,
0.323,0.323,0.323,0.323,
0.298,0.298,0.298,0.298,
0.28,0.28,0.28,0.28,
0.303,0.303,0.303,0.303,
0.292,0.292,0.292,0.292,
0.292,0.292,0.292,0.292,
0.346,0.346,0.346,0.346,
0.334,0.334,0.334,0.334,
0.305,0.305,0.305,0.305,
0.27,0.27,0.27,0.27,
0.317,0.317,0.317,0.317,
0.348,0.348,0.348,0.348,
0.267,0.267,0.267,0.267,
0.311,0.311,0.311,0.311,
0.286,0.286,0.286,0.286,
0.266,0.266,0.266,0.266,
0.277,0.277,0.277,0.277,
0.291,0.291,0.291,0.291,
0.356,0.356,0.356,0.356,
0.347,0.347,0.347,0.347,
0.276,0.276,0.276,0.276,
0.283,0.283,0.283,0.283,
0.266,0.266,0.266,0.266,
0.323,0.323,0.323,0.323,
0.288,0.288,0.288,0.288,
0.275,0.275,0.275,0.275,
0.311,0.311,0.311,0.311,
0.322,0.322,0.322,0.322,
0.277,0.277,0.277,0.277,
0.312,0.312,0.312,0.312,
0.266,0.266,0.266,0.266,
0.29,0.29,0.29,0.29,
0.238,0.238,0.238,0.238,
0.293,0.293,0.293,0.293,
0.304,0.304,0.304,0.304,
0.284,0.284,0.284,0.284,
0.274,0.274,0.274,0.274,
0.274,0.274,0.274,0.274,
0.277,0.277,0.277,0.277,
0.33,0.33,0.33,0.33,
0.339,0.339,0.339,0.339,
0.268,0.268,0.268,0.268,
0.328,0.328,0.328,0.328,
0.29,0.29,0.29,0.29,
0.259,0.259,0.259,0.259,
0.302,0.302,0.302,0.302,
0.269,0.269,0.269,0.269,
0.314,0.314,0.314,0.314,
0.326,0.326,0.326,0.326,
0.295,0.295,0.295,0.295,
0.28,0.28,0.28,0.28,
0.315,0.315,0.315,0.315,
0.31,0.31,0.31,0.31,
0.281,0.281,0.281,0.281,
0.257,0.257,0.257,0.257,
0.348,0.348,0.348,0.348,
0.299,0.299,0.299,0.299,
0.284,0.284,0.284,0.284,
0.253,0.253,0.253,0.253,
0.263,0.263,0.263,0.263,
0.292,0.292,0.292,0.292,
0.284,0.284,0.284,0.284,
0.303,0.303,0.303,0.303,
0.258,0.258,0.258,0.258,
0.337,0.337,0.337,0.337,
0.292,0.292,0.292,0.292,
0.298,0.298,0.298,0.298,
0.285,0.285,0.285,0.285,
0.293,0.293,0.293,0.293,
0.271,0.271,0.271,0.271,
0.336,0.336,0.336,0.336,
0.282,0.282,0.282,0.282,
0.319,0.319,0.319,0.319,
0.289,0.289,0.289,0.289,
0.35,0.35,0.35,0.35,
0.309,0.309,0.309,0.309,
0.277,0.277,0.277,0.277,
0.229,0.229,0.229,0.229,
0.292,0.292,0.292,0.292,
0.316,0.316,0.316,0.316,
0.298,0.298,0.298,0.298,
0.313,0.313,0.313,0.313,
0.31,0.31,0.31,0.31,
0.32,0.32,0.32,0.32,
0.272,0.272,0.272,0.272,
0.279,0.279,0.279,0.279,
0.316,0.316,0.316,0.316,
0.284,0.284,0.284,0.284,
0.281,0.281,0.281,0.281,


-0.291,-0.291,-0.291,-0.291,
-0.253,-0.253,-0.253,-0.253,
-0.321,-0.321,-0.321,-0.321,
-0.323,-0.323,-0.323,-0.323,
-0.282,-0.282,-0.282,-0.282,
-0.32,-0.32,-0.32,-0.32,
-0.262,-0.262,-0.262,-0.262,
-0.313,-0.313,-0.313,-0.313,
-0.28,-0.28,-0.28,-0.28,
-0.306,-0.306,-0.306,-0.306,
-0.314,-0.314,-0.314,-0.314,
-0.323,-0.323,-0.323,-0.323,
-0.298,-0.298,-0.298,-0.298,
-0.28,-0.28,-0.28,-0.28,
-0.303,-0.303,-0.303,-0.303,
-0.292,-0.292,-0.292,-0.292,
-0.292,-0.292,-0.292,-0.292,
-0.346,-0.346,-0.346,-0.346,
-0.334,-0.334,-0.334,-0.334,
-0.305,-0.305,-0.305,-0.305,
-0.27,-0.27,-0.27,-0.27,
-0.317,-0.317,-0.317,-0.317,
-0.348,-0.348,-0.348,-0.348,
-0.267,-0.267,-0.267,-0.267,
-0.311,-0.311,-0.311,-0.311,
-0.286,-0.286,-0.286,-0.286,
-0.266,-0.266,-0.266,-0.266,
-0.277,-0.277,-0.277,-0.277,
-0.291,-0.291,-0.291,-0.291,
-0.356,-0.356,-0.356,-0.356,
-0.347,-0.347,-0.347,-0.347,
-0.276,-0.276,-0.276,-0.276,
-0.283,-0.283,-0.283,-0.283,
-0.266,-0.266,-0.266,-0.266,
-0.323,-0.323,-0.323,-0.323,
-0.288,-0.288,-0.288,-0.288,
-0.275,-0.275,-0.275,-0.275,
-0.311,-0.311,-0.311,-0.311,
-0.322,-0.322,-0.322,-0.322,
-0.277,-0.277,-0.277,-0.277,
-0.312,-0.312,-0.312,-0.312,
-0.266,-0.266,-0.266,-0.266,
-0.29,-0.29,-0.29,-0.29,
-0.238,-0.238,-0.238,-0.238,
-0.293,-0.293,-0.293,-0.293,
-0.304,-0.304,-0.304,-0.304,
-0.284,-0.284,-0.284,-0.284,
-0.274,-0.274,-0.274,-0.274,
-0.274,-0.274,-0.274,-0.274,
-0.277,-0.277,-0.277,-0.277,
-0.33,-0.33,-0.33,-0.33,
-0.339,-0.339,-0.339,-0.339,
-0.268,-0.268,-0.268,-0.268,
-0.328,-0.328,-0.328,-0.328,
-0.29,-0.29,-0.29,-0.29,
-0.259,-0.259,-0.259,-0.259,
-0.302,-0.302,-0.302,-0.302,
-0.269,-0.269,-0.269,-0.269,
-0.314,-0.314,-0.314,-0.314,
-0.326,-0.326,-0.326,-0.326,
-0.295,-0.295,-0.295,-0.295,
-0.28,-0.28,-0.28,-0.28,
-0.315,-0.315,-0.315,-0.315,
-0.31,-0.31,-0.31,-0.31,
-0.281,-0.281,-0.281,-0.281,
-0.257,-0.257,-0.257,-0.257,
-0.348,-0.348,-0.348,-0.348,
-0.299,-0.299,-0.299,-0.299,
-0.284,-0.284,-0.284,-0.284,
-0.253,-0.253,-0.253,-0.253,
-0.263,-0.263,-0.263,-0.263,
-0.292,-0.292,-0.292,-0.292,
-0.284,-0.284,-0.284,-0.284,
-0.303,-0.303,-0.303,-0.303,
-0.258,-0.258,-0.258,-0.258,
-0.337,-0.337,-0.337,-0.337,
-0.292,-0.292,-0.292,-0.292,
-0.298,-0.298,-0.298,-0.298,
-0.285,-0.285,-0.285,-0.285,
-0.293,-0.293,-0.293,-0.293,
-0.271,-0.271,-0.271,-0.271,
-0.336,-0.336,-0.336,-0.336,
-0.282,-0.282,-0.282,-0.282,
-0.319,-0.319,-0.319,-0.319,
-0.289,-0.289,-0.289,-0.289,
-0.35,-0.35,-0.35,-0.35,
-0.309,-0.309,-0.309,-0.309,
-0.277,-0.277,-0.277,-0.277,
-0.229,-0.229,-0.229,-0.229,
-0.292,-0.292,-0.292,-0.292,
-0.316,-0.316,-0.316,-0.316,
-0.298,-0.298,-0.298,-0.298,
-0.313,-0.313,-0.313,-0.313,
-0.31,-0.31,-0.31,-0.31,
-0.32,-0.32,-0.32,-0.32,
-0.272,-0.272,-0.272,-0.272,
-0.279,-0.279,-0.279,-0.279,
-0.316,-0.316,-0.316,-0.316,
-0.284,-0.284,-0.284,-0.284,
-0.281,-0.281,-0.281,-0.281,


0.306,0.306,0.306,0.306,
0.332,0.332,0.332,0.332,
0.298,0.298,0.298,0.298,
0.283,0.283,0.283,0.283,
0.313,0.313,0.313,0.313,
0.256,0.256,0.256,0.256,
0.3,0.3,0.3,0.3,
0.257,0.257,0.257,0.257,
0.313,0.313,0.313,0.313,
0.291,0.291,0.291,0.291,
0.251,0.251,0.251,0.251,
0.244,0.244,0.244,0.244,
0.338,0.338,0.338,0.338,
0.358,0.358,0.358,0.358,
0.294,0.294,0.294,0.294,
0.324,0.324,0.324,0.324,
0.379,0.379,0.379,0.379,
0.28,0.28,0.28,0.28,
0.349,0.349,0.349,0.349,
0.347,0.347,0.347,0.347,
0.346,0.346,0.346,0.346,
0.308,0.308,0.308,0.308,
0.329,0.329,0.329,0.329,
0.286,0.286,0.286,0.286,
0.263,0.263,0.263,0.263,
0.35,0.35,0.35,0.35,
0.303,0.303,0.303,0.303,
0.355,0.355,0.355,0.355,
0.268,0.268,0.268,0.268,
0.337,0.337,0.337,0.337,
0.293,0.293,0.293,0.293,
0.338,0.338,0.338,0.338,
0.233,0.233,0.233,0.233,
0.307,0.307,0.307,0.307,
0.342,0.342,0.342,0.342,
0.285,0.285,0.285,0.285,
0.297,0.297,0.297,0.297,
0.34,0.34,0.34,0.34,
0.373,0.373,0.373,0.373,
0.266,0.266,0.266,0.266,
0.285,0.285,0.285,0.285,
0.349,0.349,0.349,0.349,
0.324,0.324,0.324,0.324,
0.332,0.332,0.332,0.332,
0.314,0.314,0.314,0.314,
0.282,0.282,0.282,0.282,
0.3,0.3,0.3,0.3,
0.316,0.316,0.316,0.316,
0.351,0.351,0.351,0.351,
0.301,0.301,0.301,0.301,
0.383,0.383,0.383,0.383,
0.348,0.348,0.348,0.348,
0.264,0.264,0.264,0.264,
0.325,0.325,0.325,0.325,
0.296,0.296,0.296,0.296,
0.288,0.288,0.288,0.288,
0.327,0.327,0.327,0.327,
0.32,0.32,0.32,0.32,
0.323,0.323,0.323,0.323,
0.346,0.346,0.346,0.346,
0.329,0.329,0.329,0.329,
0.319,0.319,0.319,0.319,
0.368,0.368,0.368,0.368,
0.293,0.293,0.293,0.293,
0.286,0.286,0.286,0.286,
0.251,0.251,0.251,0.251,
0.324,0.324,0.324,0.324,
0.28,0.28,0.28,0.28,
0.259,0.259,0.259,0.259,
0.252,0.252,0.252,0.252,
0.237,0.237,0.237,0.237,
0.273,0.273,0.273,0.273,
0.291,0.291,0.291,0.291,
0.267,0.267,0.267,0.267,
0.347,0.347,0.347,0.347,
0.313,0.313,0.313,0.313,
0.276,0.276,0.276,0.276,
0.257,0.257,0.257,0.257,
0.256,0.256,0.256,0.256,
0.253,0.253,0.253,0.253,
0.265,0.265,0.265,0.265,
0.321,0.321,0.321,0.321,
0.259,0.259,0.259,0.259,
0.282,0.282,0.282,0.282,
0.302,0.302,0.302,0.302,
0.376,0.376,0.376,0.376,
0.25,0.25,0.25,0.25,
0.265,0.265,0.265,0.265,
0.225,0.225,0.225,0.225,
0.321,0.321,0.321,0.321,
0.309,0.309,0.309,0.309,
0.335,0.335,0.335,0.335,
0.297,0.297,0.297,0.297,
0.267,0.267,0.267,0.267,
0.329,0.329,0.329,0.329,
0.279,0.279,0.279,0.279,
0.322,0.322,0.322,0.322,
0.289,0.289,0.289,0.289,
0.291,0.291,0.291,0.291,
0.315,0.315,0.315,0.315,


