

Data analysis for each instance 
AVG,MED,MAX,MIN
1,1,1,1,
1,1,1,1,
0.977,0.977,0.977,0.977,
1,1,1,1,
0.933,0.933,0.933,0.933,
0.976,0.976,0.976,0.976,
0.906,0.906,0.906,0.906,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.969,0.969,0.969,0.969,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.891,0.891,0.891,0.891,
0.926,0.926,0.926,0.926,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.992,0.992,0.992,0.992,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.984,0.984,0.984,0.984,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.992,0.992,0.992,0.992,
1,1,1,1,
1,1,1,1,
0.994,0.994,0.994,0.994,
0.983,0.983,0.983,0.983,
0.994,0.994,0.994,0.994,
0.925,0.925,0.925,0.925,
1,1,1,1,
1,1,1,1,
0.977,0.977,0.977,0.977,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.989,0.989,0.989,0.989,
1,1,1,1,
1,1,1,1,
0.97,0.97,0.97,0.97,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.927,0.927,0.927,0.927,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.985,0.985,0.985,0.985,
1,1,1,1,
0.968,0.968,0.968,0.968,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,


0.75,0.75,0.75,0.75,
0.799,0.799,0.799,0.799,
0.767,0.767,0.767,0.767,
0.595,0.595,0.595,0.595,
0.782,0.782,0.782,0.782,
0.761,0.761,0.761,0.761,
0.799,0.799,0.799,0.799,
0.741,0.741,0.741,0.741,
0.792,0.792,0.792,0.792,
0.605,0.605,0.605,0.605,
0.671,0.671,0.671,0.671,
0.67,0.67,0.67,0.67,
0.644,0.644,0.644,0.644,
0.576,0.576,0.576,0.576,
0.687,0.687,0.687,0.687,
0.705,0.705,0.705,0.705,
0.597,0.597,0.597,0.597,
0.656,0.656,0.656,0.656,
0.7,0.7,0.7,0.7,
0.582,0.582,0.582,0.582,
0.799,0.799,0.799,0.799,
0.517,0.517,0.517,0.517,
0.749,0.749,0.749,0.749,
0.667,0.667,0.667,0.667,
0.882,0.882,0.882,0.882,
0.758,0.758,0.758,0.758,
0.707,0.707,0.707,0.707,
0.6,0.6,0.6,0.6,
0.748,0.748,0.748,0.748,
0.595,0.595,0.595,0.595,
0.574,0.574,0.574,0.574,
0.73,0.73,0.73,0.73,
0.688,0.688,0.688,0.688,
0.743,0.743,0.743,0.743,
0.574,0.574,0.574,0.574,
0.738,0.738,0.738,0.738,
0.698,0.698,0.698,0.698,
0.714,0.714,0.714,0.714,
0.664,0.664,0.664,0.664,
0.71,0.71,0.71,0.71,
0.783,0.783,0.783,0.783,
0.764,0.764,0.764,0.764,
0.731,0.731,0.731,0.731,
0.732,0.732,0.732,0.732,
0.589,0.589,0.589,0.589,
0.633,0.633,0.633,0.633,
0.711,0.711,0.711,0.711,
0.756,0.756,0.756,0.756,
0.697,0.697,0.697,0.697,
0.592,0.592,0.592,0.592,
0.551,0.551,0.551,0.551,
0.699,0.699,0.699,0.699,
0.785,0.785,0.785,0.785,
0.633,0.633,0.633,0.633,
0.682,0.682,0.682,0.682,
0.71,0.71,0.71,0.71,
0.557,0.557,0.557,0.557,
0.809,0.809,0.809,0.809,
0.701,0.701,0.701,0.701,
0.713,0.713,0.713,0.713,
0.737,0.737,0.737,0.737,
0.631,0.631,0.631,0.631,
0.693,0.693,0.693,0.693,
0.705,0.705,0.705,0.705,
0.73,0.73,0.73,0.73,
0.878,0.878,0.878,0.878,
0.559,0.559,0.559,0.559,
0.746,0.746,0.746,0.746,
0.453,0.453,0.453,0.453,
0.737,0.737,0.737,0.737,
0.577,0.577,0.577,0.577,
0.661,0.661,0.661,0.661,
0.698,0.698,0.698,0.698,
0.698,0.698,0.698,0.698,
0.796,0.796,0.796,0.796,
0.814,0.814,0.814,0.814,
0.798,0.798,0.798,0.798,
0.614,0.614,0.614,0.614,
0.819,0.819,0.819,0.819,
0.738,0.738,0.738,0.738,
0.713,0.713,0.713,0.713,
0.576,0.576,0.576,0.576,
0.564,0.564,0.564,0.564,
0.753,0.753,0.753,0.753,
0.645,0.645,0.645,0.645,
0.674,0.674,0.674,0.674,
0.597,0.597,0.597,0.597,
0.842,0.842,0.842,0.842,
0.876,0.876,0.876,0.876,
0.663,0.663,0.663,0.663,
0.592,0.592,0.592,0.592,
0.697,0.697,0.697,0.697,
0.699,0.699,0.699,0.699,
0.708,0.708,0.708,0.708,
0.529,0.529,0.529,0.529,
0.62,0.62,0.62,0.62,
0.696,0.696,0.696,0.696,
0.743,0.743,0.743,0.743,
0.669,0.669,0.669,0.669,
0.763,0.763,0.763,0.763,


0.979,0.979,0.979,0.979,
