

Data analysis for each instance 
AVG,MED,MAX,MIN
0.309,0.309,0.309,0.309,
0.325,0.325,0.325,0.325,
0.211,0.211,0.211,0.211,
0.414,0.414,0.414,0.414,
0.266,0.266,0.266,0.266,
0.304,0.304,0.304,0.304,
0.277,0.277,0.277,0.277,
0.303,0.303,0.303,0.303,
0.249,0.249,0.249,0.249,
0.442,0.442,0.442,0.442,
0.387,0.387,0.387,0.387,
0.304,0.304,0.304,0.304,
0.387,0.387,0.387,0.387,
0.499,0.499,0.499,0.499,
0.364,0.364,0.364,0.364,
0.276,0.276,0.276,0.276,
0.289,0.289,0.289,0.289,
0.359,0.359,0.359,0.359,
0.391,0.391,0.391,0.391,
0.466,0.466,0.466,0.466,
0.308,0.308,0.308,0.308,
0.463,0.463,0.463,0.463,
0.334,0.334,0.334,0.334,
0.426,0.426,0.426,0.426,
0.261,0.261,0.261,0.261,
0.382,0.382,0.382,0.382,
0.379,0.379,0.379,0.379,
0.487,0.487,0.487,0.487,
0.333,0.333,0.333,0.333,
0.499,0.499,0.499,0.499,
0.401,0.401,0.401,0.401,
0.295,0.295,0.295,0.295,
0.369,0.369,0.369,0.369,
0.318,0.318,0.318,0.318,
0.45,0.45,0.45,0.45,
0.339,0.339,0.339,0.339,
0.377,0.377,0.377,0.377,
0.398,0.398,0.398,0.398,
0.399,0.399,0.399,0.399,
0.368,0.368,0.368,0.368,
0.296,0.296,0.296,0.296,
0.312,0.312,0.312,0.312,
0.382,0.382,0.382,0.382,
0.391,0.391,0.391,0.391,
0.445,0.445,0.445,0.445,
0.408,0.408,0.408,0.408,
0.356,0.356,0.356,0.356,
0.359,0.359,0.359,0.359,
0.351,0.351,0.351,0.351,
0.478,0.478,0.478,0.478,
0.448,0.448,0.448,0.448,
0.322,0.322,0.322,0.322,
0.321,0.321,0.321,0.321,
0.404,0.404,0.404,0.404,
0.358,0.358,0.358,0.358,
0.358,0.358,0.358,0.358,
0.473,0.473,0.473,0.473,
0.334,0.334,0.334,0.334,
0.23,0.23,0.23,0.23,
0.339,0.339,0.339,0.339,
0.367,0.367,0.367,0.367,
0.414,0.414,0.414,0.414,
0.318,0.318,0.318,0.318,
0.351,0.351,0.351,0.351,
0.351,0.351,0.351,0.351,
0.327,0.327,0.327,0.327,
0.478,0.478,0.478,0.478,
0.258,0.258,0.258,0.258,
0.597,0.597,0.597,0.597,
0.42,0.42,0.42,0.42,
0.197,0.197,0.197,0.197,
0.43,0.43,0.43,0.43,
0.378,0.378,0.378,0.378,
0.388,0.388,0.388,0.388,
0.387,0.387,0.387,0.387,
0.293,0.293,0.293,0.293,
0.311,0.311,0.311,0.311,
0.468,0.468,0.468,0.468,
0.302,0.302,0.302,0.302,
0.286,0.286,0.286,0.286,
0.349,0.349,0.349,0.349,
0.483,0.483,0.483,0.483,
0.498,0.498,0.498,0.498,
0.251,0.251,0.251,0.251,
0.421,0.421,0.421,0.421,
0.35,0.35,0.35,0.35,
0.395,0.395,0.395,0.395,
0.35,0.35,0.35,0.35,
0.381,0.381,0.381,0.381,
0.306,0.306,0.306,0.306,
0.453,0.453,0.453,0.453,
0.355,0.355,0.355,0.355,
0.421,0.421,0.421,0.421,
0.362,0.362,0.362,0.362,
0.527,0.527,0.527,0.527,
0.482,0.482,0.482,0.482,
0.341,0.341,0.341,0.341,
0.391,0.391,0.391,0.391,
0.353,0.353,0.353,0.353,
0.332,0.332,0.332,0.332,
0.28,0.28,0.28,0.28,
0.296,0.296,0.296,0.296,
0.404,0.404,0.404,0.404,
0.378,0.378,0.378,0.378,
0.311,0.311,0.311,0.311,
0.431,0.431,0.431,0.431,
0.381,0.381,0.381,0.381,
0.359,0.359,0.359,0.359,
0.357,0.357,0.357,0.357,
0.325,0.325,0.325,0.325,
0.537,0.537,0.537,0.537,
0.419,0.419,0.419,0.419,
0.335,0.335,0.335,0.335,
0.336,0.336,0.336,0.336,
0.335,0.335,0.335,0.335,
0.33,0.33,0.33,0.33,
0.377,0.377,0.377,0.377,
0.47,0.47,0.47,0.47,
0.366,0.366,0.366,0.366,
0.435,0.435,0.435,0.435,
0.465,0.465,0.465,0.465,
0.388,0.388,0.388,0.388,
0.344,0.344,0.344,0.344,
0.437,0.437,0.437,0.437,
0.335,0.335,0.335,0.335,
0.36,0.36,0.36,0.36,
0.206,0.206,0.206,0.206,
0.36,0.36,0.36,0.36,
0.376,0.376,0.376,0.376,
0.274,0.274,0.274,0.274,
0.36,0.36,0.36,0.36,
0.418,0.418,0.418,0.418,
0.34,0.34,0.34,0.34,
0.39,0.39,0.39,0.39,
0.324,0.324,0.324,0.324,
0.32,0.32,0.32,0.32,
0.383,0.383,0.383,0.383,
0.3,0.3,0.3,0.3,
0.388,0.388,0.388,0.388,
0.382,0.382,0.382,0.382,
0.431,0.431,0.431,0.431,
0.353,0.353,0.353,0.353,
0.43,0.43,0.43,0.43,
0.465,0.465,0.465,0.465,
0.468,0.468,0.468,0.468,
0.339,0.339,0.339,0.339,
0.344,0.344,0.344,0.344,
0.375,0.375,0.375,0.375,
0.318,0.318,0.318,0.318,
0.454,0.454,0.454,0.454,
0.293,0.293,0.293,0.293,
0.383,0.383,0.383,0.383,
0.471,0.471,0.471,0.471,
0.343,0.343,0.343,0.343,
0.342,0.342,0.342,0.342,
0.464,0.464,0.464,0.464,
0.325,0.325,0.325,0.325,
0.403,0.403,0.403,0.403,
0.19,0.19,0.19,0.19,
0.396,0.396,0.396,0.396,
0.334,0.334,0.334,0.334,
0.442,0.442,0.442,0.442,
0.419,0.419,0.419,0.419,
0.241,0.241,0.241,0.241,
0.449,0.449,0.449,0.449,
0.388,0.388,0.388,0.388,
0.331,0.331,0.331,0.331,
0.307,0.307,0.307,0.307,
0.363,0.363,0.363,0.363,
0.36,0.36,0.36,0.36,
0.416,0.416,0.416,0.416,
0.395,0.395,0.395,0.395,
0.391,0.391,0.391,0.391,
0.4,0.4,0.4,0.4,
0.207,0.207,0.207,0.207,
0.355,0.355,0.355,0.355,
0.342,0.342,0.342,0.342,
0.384,0.384,0.384,0.384,
0.284,0.284,0.284,0.284,
0.388,0.388,0.388,0.388,
0.314,0.314,0.314,0.314,
0.326,0.326,0.326,0.326,
0.298,0.298,0.298,0.298,
0.398,0.398,0.398,0.398,
