

Data analysis for each instance 
AVG,MED,MAX,MIN
0.949,0.949,0.949,0.949,
0.93,0.93,0.93,0.93,
0.949,0.949,0.949,0.949,
0.965,0.965,0.965,0.965,
0.979,0.979,0.979,0.979,
0.935,0.935,0.935,0.935,
0.953,0.953,0.953,0.953,
0.952,0.952,0.952,0.952,
0.959,0.959,0.959,0.959,
0.936,0.936,0.936,0.936,
0.99,0.99,0.99,0.99,
0.959,0.959,0.959,0.959,
0.917,0.917,0.917,0.917,
0.988,0.988,0.988,0.988,
0.908,0.908,0.908,0.908,
0.942,0.942,0.942,0.942,
0.924,0.924,0.924,0.924,
0.928,0.928,0.928,0.928,
0.944,0.944,0.944,0.944,
0.992,0.992,0.992,0.992,
0.898,0.898,0.898,0.898,
0.915,0.915,0.915,0.915,
0.926,0.926,0.926,0.926,
0.971,0.971,0.971,0.971,
0.956,0.956,0.956,0.956,
0.972,0.972,0.972,0.972,
0.977,0.977,0.977,0.977,
0.974,0.974,0.974,0.974,
0.963,0.963,0.963,0.963,
0.931,0.931,0.931,0.931,
0.941,0.941,0.941,0.941,
0.929,0.929,0.929,0.929,
0.902,0.902,0.902,0.902,
0.914,0.914,0.914,0.914,
0.947,0.947,0.947,0.947,
0.947,0.947,0.947,0.947,
0.938,0.938,0.938,0.938,
0.943,0.943,0.943,0.943,
0.914,0.914,0.914,0.914,
0.929,0.929,0.929,0.929,
0.964,0.964,0.964,0.964,
0.99,0.99,0.99,0.99,
0.939,0.939,0.939,0.939,
0.933,0.933,0.933,0.933,
0.909,0.909,0.909,0.909,
0.909,0.909,0.909,0.909,
0.913,0.913,0.913,0.913,
0.95,0.95,0.95,0.95,
0.979,0.979,0.979,0.979,
0.96,0.96,0.96,0.96,
0.968,0.968,0.968,0.968,
0.965,0.965,0.965,0.965,
0.968,0.968,0.968,0.968,
0.973,0.973,0.973,0.973,
0.929,0.929,0.929,0.929,
0.972,0.972,0.972,0.972,
0.967,0.967,0.967,0.967,
0.955,0.955,0.955,0.955,
0.965,0.965,0.965,0.965,
0.958,0.958,0.958,0.958,
0.956,0.956,0.956,0.956,
0.948,0.948,0.948,0.948,
0.995,0.995,0.995,0.995,
0.968,0.968,0.968,0.968,
0.926,0.926,0.926,0.926,
0.952,0.952,0.952,0.952,
0.931,0.931,0.931,0.931,
0.993,0.993,0.993,0.993,
0.945,0.945,0.945,0.945,
0.957,0.957,0.957,0.957,
0.994,0.994,0.994,0.994,
0.885,0.885,0.885,0.885,
0.969,0.969,0.969,0.969,
0.928,0.928,0.928,0.928,
0.929,0.929,0.929,0.929,
0.942,0.942,0.942,0.942,
0.955,0.955,0.955,0.955,
0.919,0.919,0.919,0.919,
0.971,0.971,0.971,0.971,
0.941,0.941,0.941,0.941,
0.986,0.986,0.986,0.986,
0.957,0.957,0.957,0.957,
0.952,0.952,0.952,0.952,
0.959,0.959,0.959,0.959,
0.951,0.951,0.951,0.951,
0.909,0.909,0.909,0.909,
0.981,0.981,0.981,0.981,
0.954,0.954,0.954,0.954,
0.933,0.933,0.933,0.933,
0.923,0.923,0.923,0.923,
0.926,0.926,0.926,0.926,
0.991,0.991,0.991,0.991,
0.956,0.956,0.956,0.956,
0.948,0.948,0.948,0.948,
0.934,0.934,0.934,0.934,
