

Data analysis for each instance 
AVG,MED,MAX,MIN
0.072,0.072,0.072,0.072,
0.033,0.033,0.033,0.033,
0.024,0.024,0.024,0.024,
-0.014,-0.014,-0.014,-0.014,
0.011,0.011,0.011,0.011,
0.012,0.012,0.012,0.012,
0.007,0.007,0.007,0.007,
0.002,0.002,0.002,0.002,
0.013,0.013,0.013,0.013,
0.031,0.031,0.031,0.031,
-0.018,-0.018,-0.018,-0.018,
0.017,0.017,0.017,0.017,
0.013,0.013,0.013,0.013,
-0.038,-0.038,-0.038,-0.038,
0.031,0.031,0.031,0.031,
0.01,0.01,0.01,0.01,
0.135,0.135,0.135,0.135,
0.031,0.031,0.031,0.031,
0.009,0.009,0.009,0.009,
0.086,0.086,0.086,0.086,
0.017,0.017,0.017,0.017,
0.023,0.023,0.023,0.023,
0.006,0.006,0.006,0.006,
0.028,0.028,0.028,0.028,
0.007,0.007,0.007,0.007,
0.008,0.008,0.008,0.008,
0.007,0.007,0.007,0.007,
0.007,0.007,0.007,0.007,
0.014,0.014,0.014,0.014,
-0.008,-0.008,-0.008,-0.008,
0.004,0.004,0.004,0.004,
0.018,0.018,0.018,0.018,
0.013,0.013,0.013,0.013,
-0.017,-0.017,-0.017,-0.017,
0.029,0.029,0.029,0.029,
0.03,0.03,0.03,0.03,
0.011,0.011,0.011,0.011,
0.02,0.02,0.02,0.02,
0.034,0.034,0.034,0.034,
0.029,0.029,0.029,0.029,
0.019,0.019,0.019,0.019,
0.026,0.026,0.026,0.026,
0.038,0.038,0.038,0.038,
0.05,0.05,0.05,0.05,
0.017,0.017,0.017,0.017,
-0.001,-0.001,-0.001,-0.001,
0.04,0.04,0.04,0.04,
0.002,0.002,0.002,0.002,
-0.009,-0.009,-0.009,-0.009,
0.039,0.039,0.039,0.039,
-0.001,-0.001,-0.001,-0.001,
0.012,0.012,0.012,0.012,
-0.002,-0.002,-0.002,-0.002,
0.029,0.029,0.029,0.029,
0.018,0.018,0.018,0.018,
-0.015,-0.015,-0.015,-0.015,
0.003,0.003,0.003,0.003,
0.032,0.032,0.032,0.032,
0.024,0.024,0.024,0.024,
0.024,0.024,0.024,0.024,
0.018,0.018,0.018,0.018,
0.004,0.004,0.004,0.004,
0.004,0.004,0.004,0.004,
-0.004,-0.004,-0.004,-0.004,
0.047,0.047,0.047,0.047,
-0.027,-0.027,-0.027,-0.027,
0.022,0.022,0.022,0.022,
-0.009,-0.009,-0.009,-0.009,
0.03,0.03,0.03,0.03,
0.018,0.018,0.018,0.018,
0.004,0.004,0.004,0.004,
0.007,0.007,0.007,0.007,
-0.024,-0.024,-0.024,-0.024,
0.034,0.034,0.034,0.034,
0,0,0,0,
0.016,0.016,0.016,0.016,
0.032,0.032,0.032,0.032,
-0.012,-0.012,-0.012,-0.012,
0.011,0.011,0.011,0.011,
-0.017,-0.017,-0.017,-0.017,
0.03,0.03,0.03,0.03,
-0.003,-0.003,-0.003,-0.003,
-0.034,-0.034,-0.034,-0.034,
0.004,0.004,0.004,0.004,
0.028,0.028,0.028,0.028,
0.024,0.024,0.024,0.024,
0.059,0.059,0.059,0.059,
0.021,0.021,0.021,0.021,
0.02,0.02,0.02,0.02,
0.033,0.033,0.033,0.033,
0.024,0.024,0.024,0.024,
0.036,0.036,0.036,0.036,
-0.017,-0.017,-0.017,-0.017,
0.055,0.055,0.055,0.055,
0.051,0.051,0.051,0.051,
0.03,0.03,0.03,0.03,
-0.006,-0.006,-0.006,-0.006,
0.044,0.044,0.044,0.044,
-0.004,-0.004,-0.004,-0.004,
-0.014,-0.014,-0.014,-0.014,


-0.031,-0.031,-0.031,-0.031,
-0.008,-0.008,-0.008,-0.008,
0.016,0.016,0.016,0.016,
0.011,0.011,0.011,0.011,
0.026,0.026,0.026,0.026,
0.011,0.011,0.011,0.011,
-0.014,-0.014,-0.014,-0.014,
-0.009,-0.009,-0.009,-0.009,
0.024,0.024,0.024,0.024,
0,0,0,0,
0.019,0.019,0.019,0.019,
-0.034,-0.034,-0.034,-0.034,
-0.003,-0.003,-0.003,-0.003,
0.058,0.058,0.058,0.058,
-0.002,-0.002,-0.002,-0.002,
0.012,0.012,0.012,0.012,
0.001,0.001,0.001,0.001,
0.013,0.013,0.013,0.013,
-0.009,-0.009,-0.009,-0.009,
-0.039,-0.039,-0.039,-0.039,
0.017,0.017,0.017,0.017,
-0.019,-0.019,-0.019,-0.019,
-0.015,-0.015,-0.015,-0.015,
-0.015,-0.015,-0.015,-0.015,
0,0,0,0,
0.001,0.001,0.001,0.001,
-0.018,-0.018,-0.018,-0.018,
0.03,0.03,0.03,0.03,
0.004,0.004,0.004,0.004,
0.002,0.002,0.002,0.002,
-0.054,-0.054,-0.054,-0.054,
-0.023,-0.023,-0.023,-0.023,
-0.041,-0.041,-0.041,-0.041,
0.012,0.012,0.012,0.012,
0,0,0,0,
0.029,0.029,0.029,0.029,
-0.003,-0.003,-0.003,-0.003,
-0.007,-0.007,-0.007,-0.007,
0.012,0.012,0.012,0.012,
-0.022,-0.022,-0.022,-0.022,
0.001,0.001,0.001,0.001,
