

Data analysis for each instance 
AVG,MED,MAX,MIN
0.384,0.384,0.384,0.384,
0.432,0.432,0.432,0.432,
0.392,0.392,0.392,0.392,
0.399,0.399,0.399,0.399,
0.403,0.403,0.403,0.403,
0.357,0.357,0.357,0.357,
0.398,0.398,0.398,0.398,
0.363,0.363,0.363,0.363,
0.357,0.357,0.357,0.357,
0.349,0.349,0.349,0.349,
0.349,0.349,0.349,0.349,
0.395,0.395,0.395,0.395,
0.436,0.436,0.436,0.436,
0.408,0.408,0.408,0.408,
0.398,0.398,0.398,0.398,
0.43,0.43,0.43,0.43,
0.433,0.433,0.433,0.433,
0.373,0.373,0.373,0.373,
0.393,0.393,0.393,0.393,
0.406,0.406,0.406,0.406,
0.401,0.401,0.401,0.401,
0.395,0.395,0.395,0.395,
0.378,0.378,0.378,0.378,
0.404,0.404,0.404,0.404,
0.407,0.407,0.407,0.407,
0.388,0.388,0.388,0.388,
0.372,0.372,0.372,0.372,
0.398,0.398,0.398,0.398,
0.4,0.4,0.4,0.4,
0.383,0.383,0.383,0.383,
0.386,0.386,0.386,0.386,
0.378,0.378,0.378,0.378,
0.384,0.384,0.384,0.384,
0.395,0.395,0.395,0.395,
0.399,0.399,0.399,0.399,
0.369,0.369,0.369,0.369,
0.389,0.389,0.389,0.389,
0.393,0.393,0.393,0.393,
0.406,0.406,0.406,0.406,
0.378,0.378,0.378,0.378,
0.383,0.383,0.383,0.383,
0.373,0.373,0.373,0.373,
0.387,0.387,0.387,0.387,
0.396,0.396,0.396,0.396,
0.385,0.385,0.385,0.385,
0.361,0.361,0.361,0.361,
0.359,0.359,0.359,0.359,
0.366,0.366,0.366,0.366,
0.414,0.414,0.414,0.414,
0.392,0.392,0.392,0.392,
0.406,0.406,0.406,0.406,
0.41,0.41,0.41,0.41,
0.388,0.388,0.388,0.388,
0.413,0.413,0.413,0.413,
0.394,0.394,0.394,0.394,
0.359,0.359,0.359,0.359,
0.352,0.352,0.352,0.352,
0.391,0.391,0.391,0.391,
0.387,0.387,0.387,0.387,
0.406,0.406,0.406,0.406,
0.413,0.413,0.413,0.413,
0.412,0.412,0.412,0.412,
0.42,0.42,0.42,0.42,
0.406,0.406,0.406,0.406,
0.409,0.409,0.409,0.409,
0.386,0.386,0.386,0.386,
0.378,0.378,0.378,0.378,
0.347,0.347,0.347,0.347,
0.338,0.338,0.338,0.338,
0.428,0.428,0.428,0.428,
0.353,0.353,0.353,0.353,
0.39,0.39,0.39,0.39,
0.374,0.374,0.374,0.374,
0.388,0.388,0.388,0.388,
0.441,0.441,0.441,0.441,
0.38,0.38,0.38,0.38,
0.393,0.393,0.393,0.393,
0.386,0.386,0.386,0.386,
0.363,0.363,0.363,0.363,
0.413,0.413,0.413,0.413,
0.39,0.39,0.39,0.39,
0.394,0.394,0.394,0.394,
0.398,0.398,0.398,0.398,
0.358,0.358,0.358,0.358,
0.39,0.39,0.39,0.39,
0.4,0.4,0.4,0.4,
0.429,0.429,0.429,0.429,
0.337,0.337,0.337,0.337,
0.362,0.362,0.362,0.362,
0.399,0.399,0.399,0.399,
0.371,0.371,0.371,0.371,
0.412,0.412,0.412,0.412,
0.386,0.386,0.386,0.386,
0.348,0.348,0.348,0.348,
0.408,0.408,0.408,0.408,
0.318,0.318,0.318,0.318,
0.396,0.396,0.396,0.396,
0.371,0.371,0.371,0.371,
0.392,0.392,0.392,0.392,
0.406,0.406,0.406,0.406,
0.42,0.42,0.42,0.42,
0.386,0.386,0.386,0.386,
0.404,0.404,0.404,0.404,
0.414,0.414,0.414,0.414,
0.424,0.424,0.424,0.424,
0.369,0.369,0.369,0.369,
0.401,0.401,0.401,0.401,
0.39,0.39,0.39,0.39,
0.29,0.29,0.29,0.29,
0.399,0.399,0.399,0.399,
0.488,0.488,0.488,0.488,
0.389,0.389,0.389,0.389,
0.399,0.399,0.399,0.399,
0.39,0.39,0.39,0.39,
0.39,0.39,0.39,0.39,
0.398,0.398,0.398,0.398,
0.392,0.392,0.392,0.392,
0.405,0.405,0.405,0.405,
0.413,0.413,0.413,0.413,
0.378,0.378,0.378,0.378,
0.432,0.432,0.432,0.432,
0.36,0.36,0.36,0.36,
0.378,0.378,0.378,0.378,
0.38,0.38,0.38,0.38,
0.362,0.362,0.362,0.362,
0.388,0.388,0.388,0.388,
0.397,0.397,0.397,0.397,
0.419,0.419,0.419,0.419,
0.375,0.375,0.375,0.375,
0.398,0.398,0.398,0.398,
0.417,0.417,0.417,0.417,
0.325,0.325,0.325,0.325,
0.388,0.388,0.388,0.388,
0.365,0.365,0.365,0.365,
0.375,0.375,0.375,0.375,
0.386,0.386,0.386,0.386,
0.386,0.386,0.386,0.386,
0.392,0.392,0.392,0.392,
0.452,0.452,0.452,0.452,
0.4,0.4,0.4,0.4,
0.42,0.42,0.42,0.42,
0.395,0.395,0.395,0.395,
0.351,0.351,0.351,0.351,
0.406,0.406,0.406,0.406,
0.421,0.421,0.421,0.421,
0.372,0.372,0.372,0.372,
0.359,0.359,0.359,0.359,
0.369,0.369,0.369,0.369,
0.402,0.402,0.402,0.402,
0.369,0.369,0.369,0.369,
0.402,0.402,0.402,0.402,
0.381,0.381,0.381,0.381,
0.392,0.392,0.392,0.392,
0.357,0.357,0.357,0.357,
0.375,0.375,0.375,0.375,
0.378,0.378,0.378,0.378,
0.368,0.368,0.368,0.368,
0.385,0.385,0.385,0.385,
0.401,0.401,0.401,0.401,
0.372,0.372,0.372,0.372,
0.396,0.396,0.396,0.396,
0.373,0.373,0.373,0.373,
0.38,0.38,0.38,0.38,
0.399,0.399,0.399,0.399,
0.381,0.381,0.381,0.381,
0.411,0.411,0.411,0.411,
0.411,0.411,0.411,0.411,
0.376,0.376,0.376,0.376,
0.399,0.399,0.399,0.399,
0.389,0.389,0.389,0.389,
0.4,0.4,0.4,0.4,
0.407,0.407,0.407,0.407,
0.368,0.368,0.368,0.368,
0.378,0.378,0.378,0.378,
0.429,0.429,0.429,0.429,
0.408,0.408,0.408,0.408,
0.393,0.393,0.393,0.393,
0.4,0.4,0.4,0.4,
0.414,0.414,0.414,0.414,
0.388,0.388,0.388,0.388,
0.385,0.385,0.385,0.385,
0.376,0.376,0.376,0.376,
0.385,0.385,0.385,0.385,
0.408,0.408,0.408,0.408,
0.345,0.345,0.345,0.345,
0.394,0.394,0.394,0.394,
0.384,0.384,0.384,0.384,
0.398,0.398,0.398,0.398,
0.364,0.364,0.364,0.364,
0.38,0.38,0.38,0.38,
0.399,0.399,0.399,0.399,
0.375,0.375,0.375,0.375,
0.4,0.4,0.4,0.4,
0.385,0.385,0.385,0.385,
0.4,0.4,0.4,0.4,
0.301,0.301,0.301,0.301,
0.374,0.374,0.374,0.374,
0.373,0.373,0.373,0.373,
0.412,0.412,0.412,0.412,
0.432,0.432,0.432,0.432,
0.364,0.364,0.364,0.364,
0.434,0.434,0.434,0.434,
0.457,0.457,0.457,0.457,
0.372,0.372,0.372,0.372,
0.362,0.362,0.362,0.362,
0.415,0.415,0.415,0.415,
0.407,0.407,0.407,0.407,
0.386,0.386,0.386,0.386,
0.417,0.417,0.417,0.417,
0.386,0.386,0.386,0.386,
0.415,0.415,0.415,0.415,
0.385,0.385,0.385,0.385,
0.397,0.397,0.397,0.397,
0.355,0.355,0.355,0.355,
0.412,0.412,0.412,0.412,
0.404,0.404,0.404,0.404,
0.361,0.361,0.361,0.361,
0.369,0.369,0.369,0.369,
0.435,0.435,0.435,0.435,
0.4,0.4,0.4,0.4,
0.389,0.389,0.389,0.389,
0.408,0.408,0.408,0.408,
0.381,0.381,0.381,0.381,
0.356,0.356,0.356,0.356,
0.375,0.375,0.375,0.375,
0.363,0.363,0.363,0.363,
0.382,0.382,0.382,0.382,
0.392,0.392,0.392,0.392,
0.372,0.372,0.372,0.372,
0.411,0.411,0.411,0.411,
0.359,0.359,0.359,0.359,
0.429,0.429,0.429,0.429,
0.419,0.419,0.419,0.419,
0.398,0.398,0.398,0.398,
0.408,0.408,0.408,0.408,
0.391,0.391,0.391,0.391,
0.389,0.389,0.389,0.389,
0.404,0.404,0.404,0.404,
0.39,0.39,0.39,0.39,
0.447,0.447,0.447,0.447,
0.372,0.372,0.372,0.372,
0.41,0.41,0.41,0.41,
0.401,0.401,0.401,0.401,
0.367,0.367,0.367,0.367,
0.379,0.379,0.379,0.379,
0.443,0.443,0.443,0.443,
0.434,0.434,0.434,0.434,
0.393,0.393,0.393,0.393,
0.409,0.409,0.409,0.409,
0.368,0.368,0.368,0.368,
0.391,0.391,0.391,0.391,
0.399,0.399,0.399,0.399,
0.371,0.371,0.371,0.371,
0.382,0.382,0.382,0.382,
0.432,0.432,0.432,0.432,
0.4,0.4,0.4,0.4,
0.366,0.366,0.366,0.366,
0.387,0.387,0.387,0.387,
0.376,0.376,0.376,0.376,
0.403,0.403,0.403,0.403,
0.368,0.368,0.368,0.368,
0.394,0.394,0.394,0.394,
0.393,0.393,0.393,0.393,
0.388,0.388,0.388,0.388,
0.387,0.387,0.387,0.387,
0.43,0.43,0.43,0.43,
0.396,0.396,0.396,0.396,
0.395,0.395,0.395,0.395,
0.418,0.418,0.418,0.418,
0.423,0.423,0.423,0.423,
0.407,0.407,0.407,0.407,
0.423,0.423,0.423,0.423,
0.381,0.381,0.381,0.381,
0.434,0.434,0.434,0.434,
0.439,0.439,0.439,0.439,
0.355,0.355,0.355,0.355,
0.404,0.404,0.404,0.404,
0.412,0.412,0.412,0.412,
0.351,0.351,0.351,0.351,
0.433,0.433,0.433,0.433,
0.393,0.393,0.393,0.393,
0.37,0.37,0.37,0.37,
0.333,0.333,0.333,0.333,
0.418,0.418,0.418,0.418,
0.433,0.433,0.433,0.433,
0.4,0.4,0.4,0.4,
0.371,0.371,0.371,0.371,
0.427,0.427,0.427,0.427,
0.369,0.369,0.369,0.369,
0.419,0.419,0.419,0.419,
0.405,0.405,0.405,0.405,
0.372,0.372,0.372,0.372,
0.422,0.422,0.422,0.422,
0.441,0.441,0.441,0.441,
0.377,0.377,0.377,0.377,
0.385,0.385,0.385,0.385,
0.435,0.435,0.435,0.435,
0.393,0.393,0.393,0.393,
0.368,0.368,0.368,0.368,
0.379,0.379,0.379,0.379,
0.403,0.403,0.403,0.403,
0.414,0.414,0.414,0.414,
0.372,0.372,0.372,0.372,
0.423,0.423,0.423,0.423,
0.374,0.374,0.374,0.374,
0.396,0.396,0.396,0.396,
0.377,0.377,0.377,0.377,
0.365,0.365,0.365,0.365,
0.448,0.448,0.448,0.448,
0.416,0.416,0.416,0.416,
0.403,0.403,0.403,0.403,
0.414,0.414,0.414,0.414,
0.424,0.424,0.424,0.424,
0.434,0.434,0.434,0.434,
0.342,0.342,0.342,0.342,
0.418,0.418,0.418,0.418,
0.371,0.371,0.371,0.371,
0.364,0.364,0.364,0.364,
0.367,0.367,0.367,0.367,
0.352,0.352,0.352,0.352,
0.374,0.374,0.374,0.374,
0.355,0.355,0.355,0.355,
0.402,0.402,0.402,0.402,
0.388,0.388,0.388,0.388,
0.322,0.322,0.322,0.322,
0.389,0.389,0.389,0.389,
0.383,0.383,0.383,0.383,
0.408,0.408,0.408,0.408,
0.417,0.417,0.417,0.417,
0.406,0.406,0.406,0.406,
0.44,0.44,0.44,0.44,
0.356,0.356,0.356,0.356,
0.372,0.372,0.372,0.372,
0.345,0.345,0.345,0.345,
0.368,0.368,0.368,0.368,
0.437,0.437,0.437,0.437,
0.407,0.407,0.407,0.407,
0.436,0.436,0.436,0.436,
0.395,0.395,0.395,0.395,
0.385,0.385,0.385,0.385,
0.392,0.392,0.392,0.392,
0.328,0.328,0.328,0.328,
0.427,0.427,0.427,0.427,
0.39,0.39,0.39,0.39,
0.414,0.414,0.414,0.414,
0.402,0.402,0.402,0.402,
0.339,0.339,0.339,0.339,
0.387,0.387,0.387,0.387,
0.378,0.378,0.378,0.378,
0.413,0.413,0.413,0.413,
0.385,0.385,0.385,0.385,
0.43,0.43,0.43,0.43,
0.395,0.395,0.395,0.395,
0.379,0.379,0.379,0.379,
0.391,0.391,0.391,0.391,
0.388,0.388,0.388,0.388,
0.381,0.381,0.381,0.381,
0.378,0.378,0.378,0.378,
0.428,0.428,0.428,0.428,
0.417,0.417,0.417,0.417,
0.387,0.387,0.387,0.387,
0.372,0.372,0.372,0.372,
0.381,0.381,0.381,0.381,
0.367,0.367,0.367,0.367,
0.396,0.396,0.396,0.396,
0.376,0.376,0.376,0.376,
0.354,0.354,0.354,0.354,
0.419,0.419,0.419,0.419,
0.35,0.35,0.35,0.35,
0.364,0.364,0.364,0.364,
0.416,0.416,0.416,0.416,
0.392,0.392,0.392,0.392,
0.385,0.385,0.385,0.385,
0.393,0.393,0.393,0.393,
0.386,0.386,0.386,0.386,
0.4,0.4,0.4,0.4,
0.392,0.392,0.392,0.392,
0.39,0.39,0.39,0.39,
0.404,0.404,0.404,0.404,
0.379,0.379,0.379,0.379,
0.381,0.381,0.381,0.381,
0.408,0.408,0.408,0.408,
0.423,0.423,0.423,0.423,
0.377,0.377,0.377,0.377,
0.397,0.397,0.397,0.397,
0.41,0.41,0.41,0.41,
0.381,0.381,0.381,0.381,
0.377,0.377,0.377,0.377,
0.397,0.397,0.397,0.397,
0.402,0.402,0.402,0.402,
0.431,0.431,0.431,0.431,
0.351,0.351,0.351,0.351,
0.393,0.393,0.393,0.393,
0.394,0.394,0.394,0.394,
0.359,0.359,0.359,0.359,
0.383,0.383,0.383,0.383,
0.401,0.401,0.401,0.401,
0.396,0.396,0.396,0.396,
0.399,0.399,0.399,0.399,
0.414,0.414,0.414,0.414,
0.387,0.387,0.387,0.387,
0.363,0.363,0.363,0.363,
0.379,0.379,0.379,0.379,
0.363,0.363,0.363,0.363,
0.428,0.428,0.428,0.428,
0.397,0.397,0.397,0.397,
0.423,0.423,0.423,0.423,
0.369,0.369,0.369,0.369,
0.377,0.377,0.377,0.377,
0.343,0.343,0.343,0.343,
0.377,0.377,0.377,0.377,
0.373,0.373,0.373,0.373,
0.389,0.389,0.389,0.389,
0.367,0.367,0.367,0.367,
0.418,0.418,0.418,0.418,
0.407,0.407,0.407,0.407,
0.414,0.414,0.414,0.414,
0.412,0.412,0.412,0.412,
0.381,0.381,0.381,0.381,
0.397,0.397,0.397,0.397,
0.416,0.416,0.416,0.416,
0.404,0.404,0.404,0.404,
0.376,0.376,0.376,0.376,
0.389,0.389,0.389,0.389,
0.408,0.408,0.408,0.408,
0.433,0.433,0.433,0.433,
0.429,0.429,0.429,0.429,
0.43,0.43,0.43,0.43,
0.437,0.437,0.437,0.437,
0.377,0.377,0.377,0.377,
0.441,0.441,0.441,0.441,
0.425,0.425,0.425,0.425,
0.393,0.393,0.393,0.393,
0.431,0.431,0.431,0.431,
0.381,0.381,0.381,0.381,
0.409,0.409,0.409,0.409,
0.392,0.392,0.392,0.392,
0.405,0.405,0.405,0.405,
0.38,0.38,0.38,0.38,
0.356,0.356,0.356,0.356,
0.351,0.351,0.351,0.351,
0.404,0.404,0.404,0.404,
0.37,0.37,0.37,0.37,
0.374,0.374,0.374,0.374,
0.467,0.467,0.467,0.467,
0.36,0.36,0.36,0.36,
0.444,0.444,0.444,0.444,
0.379,0.379,0.379,0.379,
0.398,0.398,0.398,0.398,
0.381,0.381,0.381,0.381,
0.4,0.4,0.4,0.4,
0.422,0.422,0.422,0.422,
0.378,0.378,0.378,0.378,
0.403,0.403,0.403,0.403,
0.405,0.405,0.405,0.405,
0.419,0.419,0.419,0.419,
0.393,0.393,0.393,0.393,
0.359,0.359,0.359,0.359,
0.425,0.425,0.425,0.425,
0.412,0.412,0.412,0.412,
0.395,0.395,0.395,0.395,
0.43,0.43,0.43,0.43,
0.378,0.378,0.378,0.378,
0.391,0.391,0.391,0.391,
0.408,0.408,0.408,0.408,
0.394,0.394,0.394,0.394,
0.418,0.418,0.418,0.418,
0.355,0.355,0.355,0.355,
0.414,0.414,0.414,0.414,
0.384,0.384,0.384,0.384,
0.371,0.371,0.371,0.371,
0.399,0.399,0.399,0.399,
0.412,0.412,0.412,0.412,
0.388,0.388,0.388,0.388,
0.39,0.39,0.39,0.39,
0.321,0.321,0.321,0.321,
0.374,0.374,0.374,0.374,
0.412,0.412,0.412,0.412,
0.376,0.376,0.376,0.376,
0.395,0.395,0.395,0.395,
0.391,0.391,0.391,0.391,
0.4,0.4,0.4,0.4,
0.397,0.397,0.397,0.397,
0.372,0.372,0.372,0.372,
0.398,0.398,0.398,0.398,
0.424,0.424,0.424,0.424,
0.364,0.364,0.364,0.364,
0.395,0.395,0.395,0.395,
0.374,0.374,0.374,0.374,
0.427,0.427,0.427,0.427,
0.384,0.384,0.384,0.384,
0.353,0.353,0.353,0.353,
0.366,0.366,0.366,0.366,
0.401,0.401,0.401,0.401,
0.404,0.404,0.404,0.404,
0.396,0.396,0.396,0.396,
0.403,0.403,0.403,0.403,
0.426,0.426,0.426,0.426,
0.419,0.419,0.419,0.419,
0.38,0.38,0.38,0.38,




Further Data analysis of all test cases 
avg med max min 
AVGs,0.392,0.392,0.488,0.29,
MEDs,0.392,0.392,0.488,0.29,
MEDs,0.392,0.392,0.488,0.29,
MEDs,0.392,0.392,0.488,0.29,



