

Data analysis for each instance 
AVG,MED,MAX,MIN
1130,1130,1130,1130,
1013,1013,1013,1013,
1033,1033,1033,1033,
1061,1061,1061,1061,
1138,1138,1138,1138,
981,981,981,981,
1008,1008,1008,1008,
965,965,965,965,
957,957,957,957,
1114,1114,1114,1114,
918,918,918,918,
1073,1073,1073,1073,
1051,1051,1051,1051,
1096,1096,1096,1096,
995,995,995,995,
1005,1005,1005,1005,
1338,1338,1338,1338,
1000,1000,1000,1000,
1013,1013,1013,1013,
1290,1290,1290,1290,
1068,1068,1068,1068,
1185,1185,1185,1185,
1000,1000,1000,1000,
1005,1005,1005,1005,
972,972,972,972,
984,984,984,984,
1100,1100,1100,1100,
1128,1128,1128,1128,
1001,1001,1001,1001,
1053,1053,1053,1053,
973,973,973,973,
998,998,998,998,
1026,1026,1026,1026,
944,944,944,944,
939,939,939,939,
1193,1193,1193,1193,
987,987,987,987,
952,952,952,952,
1085,1085,1085,1085,
998,998,998,998,
963,963,963,963,
1003,1003,1003,1003,
1000,1000,1000,1000,
1116,1116,1116,1116,
1040,1040,1040,1040,
987,987,987,987,
1148,1148,1148,1148,
1146,1146,1146,1146,
965,965,965,965,
1138,1138,1138,1138,
984,984,984,984,
956,956,956,956,
1033,1033,1033,1033,
1119,1119,1119,1119,
978,978,978,978,
1057,1057,1057,1057,
1055,1055,1055,1055,
953,953,953,953,
1042,1042,1042,1042,
943,943,943,943,
1095,1095,1095,1095,
956,956,956,956,
946,946,946,946,
1004,1004,1004,1004,
1028,1028,1028,1028,
1080,1080,1080,1080,
1146,1146,1146,1146,
957,957,957,957,
1202,1202,1202,1202,
1040,1040,1040,1040,
982,982,982,982,
1007,1007,1007,1007,
965,965,965,965,
971,971,971,971,
1007,1007,1007,1007,
990,990,990,990,
1016,1016,1016,1016,
1101,1101,1101,1101,
978,978,978,978,
1151,1151,1151,1151,
1044,1044,1044,1044,
993,993,993,993,
1170,1170,1170,1170,
950,950,950,950,
990,990,990,990,
1029,1029,1029,1029,
1251,1251,1251,1251,
1043,1043,1043,1043,
1225,1225,1225,1225,
1082,1082,1082,1082,
1179,1179,1179,1179,
1016,1016,1016,1016,
942,942,942,942,
1133,1133,1133,1133,
1057,1057,1057,1057,
1015,1015,1015,1015,
1024,1024,1024,1024,
1000,1000,1000,1000,
1049,1049,1049,1049,
1125,1125,1125,1125,


1049,1049,1049,1049,
995,995,995,995,
1010,1010,1010,1010,
1062,1062,1062,1062,
1123,1123,1123,1123,
1005,1005,1005,1005,
999,999,999,999,
955,955,955,955,
990,990,990,990,
1078,1078,1078,1078,
924,924,924,924,
1061,1061,1061,1061,
1037,1037,1037,1037,
1138,1138,1138,1138,
989,989,989,989,
1042,1042,1042,1042,
1157,1157,1157,1157,
989,989,989,989,
1004,1004,1004,1004,
1177,1177,1177,1177,
1030,1030,1030,1030,
1158,1158,1158,1158,
991,991,991,991,
953,953,953,953,
974,974,974,974,
956,956,956,956,
1084,1084,1084,1084,
1087,1087,1087,1087,
985,985,985,985,
1052,1052,1052,1052,
974,974,974,974,
991,991,991,991,
1006,1006,1006,1006,
935,935,935,935,
918,918,918,918,
1141,1141,1141,1141,
980,980,980,980,
953,953,953,953,
1037,1037,1037,1037,
967,967,967,967,
945,945,945,945,
998,998,998,998,
985,985,985,985,
1061,1061,1061,1061,
1023,1023,1023,1023,
953,953,953,953,
1077,1077,1077,1077,
1143,1143,1143,1143,
962,962,962,962,
1099,1099,1099,1099,
994,994,994,994,
960,960,960,960,
1048,1048,1048,1048,
1088,1088,1088,1088,
959,959,959,959,
1043,1043,1043,1043,
1040,1040,1040,1040,
945,945,945,945,
1022,1022,1022,1022,
917,917,917,917,
1056,1056,1056,1056,
947,947,947,947,
940,940,940,940,
1008,1008,1008,1008,
1040,1040,1040,1040,
1080,1080,1080,1080,
1122,1122,1122,1122,
951,951,951,951,
1166,1166,1166,1166,
1032,1032,1032,1032,
1007,1007,1007,1007,
1008,1008,1008,1008,
985,985,985,985,
929,929,929,929,
988,988,988,988,
968,968,968,968,
1002,1002,1002,1002,
1059,1059,1059,1059,
970,970,970,970,
1171,1171,1171,1171,
989,989,989,989,
996,996,996,996,
1211,1211,1211,1211,
957,957,957,957,
955,955,955,955,
1016,1016,1016,1016,
1179,1179,1179,1179,
1035,1035,1035,1035,
1201,1201,1201,1201,
1045,1045,1045,1045,
1156,1156,1156,1156,
1032,1032,1032,1032,
924,924,924,924,
1067,1067,1067,1067,
988,988,988,988,
1001,1001,1001,1001,
997,997,997,997,
972,972,972,972,
1039,1039,1039,1039,
1141,1141,1141,1141,


1083,1083,1083,1083,
999,999,999,999,
1007,1007,1007,1007,
1071,1071,1071,1071,
1094,1094,1094,1094,
979,979,979,979,
1009,1009,1009,1009,
975,975,975,975,
933,933,933,933,
1078,1078,1078,1078,
919,919,919,919,
1098,1098,1098,1098,
