

Data analysis for each instance 
AVG,MED,MAX,MIN
908,908,908,908,
854,854,854,854,
847,847,847,847,
875,875,875,875,
945,945,945,945,
805,805,805,805,
829,829,829,829,
780,780,780,780,
795,795,795,795,
941,941,941,941,
754,754,754,754,
896,896,896,896,
843,843,843,843,
906,906,906,906,
827,827,827,827,
815,815,815,815,
1077,1077,1077,1077,
796,796,796,796,
817,817,817,817,
979,979,979,979,
874,874,874,874,
988,988,988,988,
814,814,814,814,
789,789,789,789,
799,799,799,799,
805,805,805,805,
874,874,874,874,
929,929,929,929,
819,819,819,819,
880,880,880,880,
814,814,814,814,
838,838,838,838,
844,844,844,844,
791,791,791,791,
765,765,765,765,
952,952,952,952,
800,800,800,800,
785,785,785,785,
856,856,856,856,
836,836,836,836,
771,771,771,771,
804,804,804,804,
819,819,819,819,
907,907,907,907,
875,875,875,875,
802,802,802,802,
958,958,958,958,
955,955,955,955,
773,773,773,773,
927,927,927,927,
822,822,822,822,
785,785,785,785,
855,855,855,855,
883,883,883,883,
807,807,807,807,
855,855,855,855,
878,878,878,878,
803,803,803,803,
878,878,878,878,
768,768,768,768,
883,883,883,883,
773,773,773,773,
773,773,773,773,
811,811,811,811,
845,845,845,845,
887,887,887,887,
957,957,957,957,
799,799,799,799,
946,946,946,946,
857,857,857,857,
800,800,800,800,
844,844,844,844,
794,794,794,794,
783,783,783,783,
822,822,822,822,
834,834,834,834,
844,844,844,844,
903,903,903,903,
774,774,774,774,
961,961,961,961,
844,844,844,844,
810,810,810,810,
945,945,945,945,
768,768,768,768,
805,805,805,805,
840,840,840,840,
1028,1028,1028,1028,
846,846,846,846,
1006,1006,1006,1006,
888,888,888,888,
987,987,987,987,
824,824,824,824,
778,778,778,778,
906,906,906,906,
879,879,879,879,
849,849,849,849,
851,851,851,851,
800,800,800,800,
850,850,850,850,
935,935,935,935,


851,851,851,851,
829,829,829,829,
794,794,794,794,
886,886,886,886,
914,914,914,914,
820,820,820,820,
809,809,809,809,
785,785,785,785,
808,808,808,808,
903,903,903,903,
752,752,752,752,
882,882,882,882,
829,829,829,829,
891,891,891,891,
799,799,799,799,
810,810,810,810,
949,949,949,949,
782,782,782,782,
825,825,825,825,
980,980,980,980,
829,829,829,829,
992,992,992,992,
801,801,801,801,
777,777,777,777,
793,793,793,793,
767,767,767,767,
887,887,887,887,
885,885,885,885,
797,797,797,797,
874,874,874,874,
793,793,793,793,
821,821,821,821,
851,851,851,851,
770,770,770,770,
751,751,751,751,
925,925,925,925,
787,787,787,787,
771,771,771,771,
825,825,825,825,
794,794,794,794,
778,778,778,778,
852,852,852,852,
804,804,804,804,
871,871,871,871,
841,841,841,841,
791,791,791,791,
890,890,890,890,
977,977,977,977,
776,776,776,776,
913,913,913,913,
829,829,829,829,
769,769,769,769,
888,888,888,888,
917,917,917,917,
791,791,791,791,
854,854,854,854,
855,855,855,855,
765,765,765,765,
874,874,874,874,
758,758,758,758,
851,851,851,851,
756,756,756,756,
765,765,765,765,
813,813,813,813,
823,823,823,823,
898,898,898,898,
932,932,932,932,
793,793,793,793,
956,956,956,956,
861,861,861,861,
786,786,786,786,
788,788,788,788,
797,797,797,797,
758,758,758,758,
785,785,785,785,
802,802,802,802,
811,811,811,811,
872,872,872,872,
785,785,785,785,
937,937,937,937,
832,832,832,832,
804,804,804,804,
980,980,980,980,
766,766,766,766,
780,780,780,780,
827,827,827,827,
972,972,972,972,
826,826,826,826,
986,986,986,986,
830,830,830,830,
954,954,954,954,
809,809,809,809,
750,750,750,750,
911,911,911,911,
818,818,818,818,
809,809,809,809,
825,825,825,825,
804,804,804,804,
857,857,857,857,
931,931,931,931,


894,894,894,894,
812,812,812,812,
821,821,821,821,
883,883,883,883,
900,900,900,900,
799,799,799,799,
818,818,818,818,
800,800,800,800,
756,756,756,756,
917,917,917,917,
757,757,757,757,
870,870,870,870,
844,844,844,844,
892,892,892,892,
812,812,812,812,
803,803,803,803,
919,919,919,919,
786,786,786,786,
826,826,826,826,
1009,1009,1009,1009,
845,845,845,845,
962,962,962,962,
801,801,801,801,
799,799,799,799,
804,804,804,804,
791,791,791,791,
886,886,886,886,
880,880,880,880,
818,818,818,818,
853,853,853,853,
812,812,812,812,
808,808,808,808,
831,831,831,831,
787,787,787,787,
753,753,753,753,
913,913,913,913,
791,791,791,791,
772,772,772,772,
844,844,844,844,
818,818,818,818,
788,788,788,788,
784,784,784,784,
791,791,791,791,
880,880,880,880,
843,843,843,843,
816,816,816,816,
928,928,928,928,
894,894,894,894,
767,767,767,767,
917,917,917,917,
792,792,792,792,
804,804,804,804,
835,835,835,835,
