

Data analysis for each instance 
AVG,MED,MAX,MIN
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.973,0.973,0.973,0.973,
0.965,0.965,0.965,0.965,
0.99,0.99,0.99,0.99,
0.978,0.978,0.978,0.978,
0.982,0.982,0.982,0.982,
0.981,0.981,0.981,0.981,
0.971,0.971,0.971,0.971,
0.978,0.978,0.978,0.978,
0.983,0.983,0.983,0.983,
0.965,0.965,0.965,0.965,
0.984,0.984,0.984,0.984,
0.962,0.962,0.962,0.962,
0.979,0.979,0.979,0.979,
1,1,1,1,
1,1,1,1,
0.964,0.964,0.964,0.964,
1,1,1,1,
1,1,1,1,
0.996,0.996,0.996,0.996,
0.993,0.993,0.993,0.993,
0.997,0.997,0.997,0.997,
0.995,0.995,0.995,0.995,
1,1,1,1,
0.969,0.969,0.969,0.969,
0.967,0.967,0.967,0.967,
1,1,1,1,
0.974,0.974,0.974,0.974,
0.949,0.949,0.949,0.949,
1,1,1,1,
0.981,0.981,0.981,0.981,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.992,0.992,0.992,0.992,
1,1,1,1,
1,1,1,1,
0.995,0.995,0.995,0.995,
0.979,0.979,0.979,0.979,
0.98,0.98,0.98,0.98,
0.979,0.979,0.979,0.979,
1,1,1,1,
1,1,1,1,
0.956,0.956,0.956,0.956,
0.999,0.999,0.999,0.999,
0.981,0.981,0.981,0.981,
0.993,0.993,0.993,0.993,
0.982,0.982,0.982,0.982,
0.996,0.996,0.996,0.996,
0.999,0.999,0.999,0.999,
0.944,0.944,0.944,0.944,
0.999,0.999,0.999,0.999,
0.998,0.998,0.998,0.998,
0.986,0.986,0.986,0.986,
0.969,0.969,0.969,0.969,
1,1,1,1,
0.992,0.992,0.992,0.992,
1,1,1,1,
0.975,0.975,0.975,0.975,
0.997,0.997,0.997,0.997,
0.979,0.979,0.979,0.979,
0.997,0.997,0.997,0.997,
0.979,0.979,0.979,0.979,
0.958,0.958,0.958,0.958,
0.9,0.9,0.9,0.9,
0.971,0.971,0.971,0.971,
0.943,0.943,0.943,0.943,
0.978,0.978,0.978,0.978,
1,1,1,1,
1,1,1,1,
0.98,0.98,0.98,0.98,
1,1,1,1,
1,1,1,1,
1,1,1,1,
1,1,1,1,
0.99,0.99,0.99,0.99,
0.996,0.996,0.996,0.996,
0.983,0.983,0.983,0.983,
0.993,0.993,0.993,0.993,
0.976,0.976,0.976,0.976,
0.952,0.952,0.952,0.952,
0.988,0.988,0.988,0.988,
1,1,1,1,
1,1,1,1,
0.944,0.944,0.944,0.944,
1,1,1,1,
0.939,0.939,0.939,0.939,
1,1,1,1,
1,1,1,1,
0.992,0.992,0.992,0.992,
0.997,0.997,0.997,0.997,
0.981,0.981,0.981,0.981,
1,1,1,1,
1,1,1,1,
0.969,0.969,0.969,0.969,
1,1,1,1,
0.953,0.953,0.953,0.953,
0.987,0.987,0.987,0.987,


0.927,0.927,0.927,0.927,
0.973,0.973,0.973,0.973,
0.937,0.937,0.937,0.937,
1,1,1,1,
0.953,0.953,0.953,0.953,
1,1,1,1,
1,1,1,1,
0.976,0.976,0.976,0.976,
0.988,0.988,0.988,0.988,
0.941,0.941,0.941,0.941,
0.987,0.987,0.987,0.987,
0.966,0.966,0.966,0.966,
0.954,0.954,0.954,0.954,
1,1,1,1,
0.968,0.968,0.968,0.968,
0.995,0.995,0.995,0.995,
0.88,0.88,0.88,0.88,
0.965,0.965,0.965,0.965,
0.975,0.975,0.975,0.975,
0.915,0.915,0.915,0.915,
0.981,0.981,0.981,0.981,
0.974,0.974,0.974,0.974,
0.987,0.987,0.987,0.987,
0.983,0.983,0.983,0.983,
0.991,0.991,0.991,0.991,
0.953,0.953,0.953,0.953,
0.978,0.978,0.978,0.978,
0.953,0.953,0.953,0.953,
0.985,0.985,0.985,0.985,
0.982,0.982,0.982,0.982,
0.946,0.946,0.946,0.946,
0.984,0.984,0.984,0.984,
1,1,1,1,
0.997,0.997,0.997,0.997,
0.962,0.962,0.962,0.962,
0.973,0.973,0.973,0.973,
0.985,0.985,0.985,0.985,
0.985,0.985,0.985,0.985,
0.956,0.956,0.956,0.956,
0.943,0.943,0.943,0.943,
0.949,0.949,0.949,0.949,
0.955,0.955,0.955,0.955,
0.972,0.972,0.972,0.972,
0.95,0.95,0.95,0.95,
0.953,0.953,0.953,0.953,
0.947,0.947,0.947,0.947,
0.959,0.959,0.959,0.959,
1,1,1,1,
0.976,0.976,0.976,0.976,
0.943,0.943,0.943,0.943,
1,1,1,1,
0.966,0.966,0.966,0.966,
0.947,0.947,0.947,0.947,
1,1,1,1,
0.981,0.981,0.981,0.981,
0.97,0.97,0.97,0.97,
0.965,0.965,0.965,0.965,
0.971,0.971,0.971,0.971,
0.971,0.971,0.971,0.971,
0.991,0.991,0.991,0.991,
1,1,1,1,
0.981,0.981,0.981,0.981,
0.973,0.973,0.973,0.973,
0.983,0.983,0.983,0.983,
0.984,0.984,0.984,0.984,
0.973,0.973,0.973,0.973,
0.88,0.88,0.88,0.88,
0.981,0.981,0.981,0.981,
0.915,0.915,0.915,0.915,
0.952,0.952,0.952,0.952,
0.998,0.998,0.998,0.998,
0.977,0.977,0.977,0.977,
0.992,0.992,0.992,0.992,
0.976,0.976,0.976,0.976,
0.996,0.996,0.996,0.996,
0.974,0.974,0.974,0.974,
0.97,0.97,0.97,0.97,
1,1,1,1,
0.989,0.989,0.989,0.989,
1,1,1,1,
0.968,0.968,0.968,0.968,
0.979,0.979,0.979,0.979,
0.986,0.986,0.986,0.986,
1,1,1,1,
