

Data analysis for each instance 
AVG,MED,MAX,MIN
0.048,0.048,0.048,0.048,
-0.026,-0.026,-0.026,-0.026,
-0.002,-0.002,-0.002,-0.002,
0.034,0.034,0.034,0.034,
0.03,0.03,0.03,0.03,
-0.031,-0.031,-0.031,-0.031,
0.026,0.026,0.026,0.026,
0.045,0.045,0.045,0.045,
0.045,0.045,0.045,0.045,
0.055,0.055,0.055,0.055,
0.034,0.034,0.034,0.034,
-0.015,-0.015,-0.015,-0.015,
0.077,0.077,0.077,0.077,
-0.032,-0.032,-0.032,-0.032,
-0.008,-0.008,-0.008,-0.008,
-0.004,-0.004,-0.004,-0.004,
0.153,0.153,0.153,0.153,
0.045,0.045,0.045,0.045,
-0.005,-0.005,-0.005,-0.005,
0,0,0,0,
0.11,0.11,0.11,0.11,
-0.011,-0.011,-0.011,-0.011,
0.035,0.035,0.035,0.035,
0.01,0.01,0.01,0.01,
0.011,0.011,0.011,0.011,
0.002,0.002,0.002,0.002,
0.004,0.004,0.004,0.004,
0.019,0.019,0.019,0.019,
0.003,0.003,0.003,0.003,
0,0,0,0,
0.025,0.025,0.025,0.025,
-0.047,-0.047,-0.047,-0.047,
-0.027,-0.027,-0.027,-0.027,
-0.004,-0.004,-0.004,-0.004,
0,0,0,0,
0.058,0.058,0.058,0.058,
0.019,0.019,0.019,0.019,
-0.032,-0.032,-0.032,-0.032,
0.029,0.029,0.029,0.029,
-0.008,-0.008,-0.008,-0.008,
0.083,0.083,0.083,0.083,
-0.008,-0.008,-0.008,-0.008,
-0.032,-0.032,-0.032,-0.032,
0.045,0.045,0.045,0.045,
-0.011,-0.011,-0.011,-0.011,
0.046,0.046,0.046,0.046,
0.018,0.018,0.018,0.018,
0.035,0.035,0.035,0.035,
-0.007,-0.007,-0.007,-0.007,
0,0,0,0,
0.032,0.032,0.032,0.032,
-0.061,-0.061,-0.061,-0.061,
-0.009,-0.009,-0.009,-0.009,
-0.075,-0.075,-0.075,-0.075,
-0.033,-0.033,-0.033,-0.033,
0.083,0.083,0.083,0.083,
-0.003,-0.003,-0.003,-0.003,
0.04,0.04,0.04,0.04,
0.074,0.074,0.074,0.074,
0.035,0.035,0.035,0.035,
0.026,0.026,0.026,0.026,
0.011,0.011,0.011,0.011,
0.043,0.043,0.043,0.043,
0.007,0.007,0.007,0.007,
0.006,0.006,0.006,0.006,
0.041,0.041,0.041,0.041,
-0.049,-0.049,-0.049,-0.049,
-0.053,-0.053,-0.053,-0.053,
0.038,0.038,0.038,0.038,
0.143,0.143,0.143,0.143,
0.041,0.041,0.041,0.041,
0.001,0.001,0.001,0.001,
0.112,0.112,0.112,0.112,
0.063,0.063,0.063,0.063,
0.093,0.093,0.093,0.093,
0.054,0.054,0.054,0.054,
0.042,0.042,0.042,0.042,
-0.02,-0.02,-0.02,-0.02,
