

Data analysis for each instance 
AVG,MED,MAX,MIN
3398,3398,3398,3398,
3133,3133,3133,3133,
3110,3110,3110,3110,
3183,3183,3183,3183,
3424,3424,3424,3424,
3012,3012,3012,3012,
3033,3033,3033,3033,
2917,2917,2917,2917,
2962,2962,2962,2962,
3347,3347,3347,3347,
2774,2774,2774,2774,
3183,3183,3183,3183,
3304,3304,3304,3304,
3296,3296,3296,3296,
2971,2971,2971,2971,
3050,3050,3050,3050,
4022,4022,4022,4022,
3059,3059,3059,3059,
3049,3049,3049,3049,
3877,3877,3877,3877,
3156,3156,3156,3156,
3568,3568,3568,3568,
3003,3003,3003,3003,
2936,2936,2936,2936,
2881,2881,2881,2881,
2950,2950,2950,2950,
3245,3245,3245,3245,
3330,3330,3330,3330,
3012,3012,3012,3012,
3148,3148,3148,3148,
2929,2929,2929,2929,
3016,3016,3016,3016,
3081,3081,3081,3081,
2841,2841,2841,2841,
2850,2850,2850,2850,
3516,3516,3516,3516,
2942,2942,2942,2942,
2898,2898,2898,2898,
3265,3265,3265,3265,
2985,2985,2985,2985,
2902,2902,2902,2902,
3013,3013,3013,3013,
3001,3001,3001,3001,
3352,3352,3352,3352,
3130,3130,3130,3130,
2968,2968,2968,2968,
3374,3374,3374,3374,
3398,3398,3398,3398,
2911,2911,2911,2911,
3485,3485,3485,3485,
2991,2991,2991,2991,
2911,2911,2911,2911,
3116,3116,3116,3116,
3368,3368,3368,3368,
2908,2908,2908,2908,
3189,3189,3189,3189,
3143,3143,3143,3143,
2903,2903,2903,2903,
3139,3139,3139,3139,
2824,2824,2824,2824,
3243,3243,3243,3243,
2858,2858,2858,2858,
2854,2854,2854,2854,
3021,3021,3021,3021,
3106,3106,3106,3106,
3201,3201,3201,3201,
3446,3446,3446,3446,
2891,2891,2891,2891,
3612,3612,3612,3612,
3137,3137,3137,3137,
2916,2916,2916,2916,
3077,3077,3077,3077,
2902,2902,2902,2902,
2902,2902,2902,2902,
3058,3058,3058,3058,
2983,2983,2983,2983,
3055,3055,3055,3055,
3256,3256,3256,3256,
2927,2927,2927,2927,
3465,3465,3465,3465,
3142,3142,3142,3142,
2997,2997,2997,2997,
3517,3517,3517,3517,
2825,2825,2825,2825,
2967,2967,2967,2967,
3120,3120,3120,3120,
3762,3762,3762,3762,
3178,3178,3178,3178,
3679,3679,3679,3679,
3290,3290,3290,3290,
3545,3545,3545,3545,
3041,3041,3041,3041,
2799,2799,2799,2799,
3407,3407,3407,3407,
3183,3183,3183,3183,
3060,3060,3060,3060,
3054,3054,3054,3054,
2995,2995,2995,2995,
3115,3115,3115,3115,
3546,3546,3546,3546,


3152,3152,3152,3152,
3029,3029,3029,3029,
2912,2912,2912,2912,
3270,3270,3270,3270,
3380,3380,3380,3380,
2995,2995,2995,2995,
3068,3068,3068,3068,
2893,2893,2893,2893,
3003,3003,3003,3003,
3244,3244,3244,3244,
2799,2799,2799,2799,
3186,3186,3186,3186,
3156,3156,3156,3156,
3451,3451,3451,3451,
2987,2987,2987,2987,
3108,3108,3108,3108,
3537,3537,3537,3537,
2916,2916,2916,2916,
3016,3016,3016,3016,
3547,3547,3547,3547,
