

Data analysis for each instance 
AVG,MED,MAX,MIN
0.215,0.215,0.215,0.215,
0.273,0.273,0.273,0.273,
0.143,0.143,0.143,0.143,
0.222,0.222,0.222,0.222,
0.276,0.276,0.276,0.276,
0.283,0.283,0.283,0.283,
0.236,0.236,0.236,0.236,
0.156,0.156,0.156,0.156,
0.268,0.268,0.268,0.268,
0.168,0.168,0.168,0.168,
0.158,0.158,0.158,0.158,
0.36,0.36,0.36,0.36,
0.268,0.268,0.268,0.268,
0.341,0.341,0.341,0.341,
0.315,0.315,0.315,0.315,
0.202,0.202,0.202,0.202,
0,0,0,0,
0.24,0.24,0.24,0.24,
0.236,0.236,0.236,0.236,
0.185,0.185,0.185,0.185,
0.069,0.069,0.069,0.069,
0.189,0.189,0.189,0.189,
0.179,0.179,0.179,0.179,
0.291,0.291,0.291,0.291,
0.219,0.219,0.219,0.219,
0.33,0.33,0.33,0.33,
0.182,0.182,0.182,0.182,
0.47,0.47,0.47,0.47,
0.274,0.274,0.274,0.274,
0.146,0.146,0.146,0.146,
0,0,0,0,
0.085,0.085,0.085,0.085,
0.25,0.25,0.25,0.25,
0.246,0.246,0.246,0.246,
0.142,0.142,0.142,0.142,
0.307,0.307,0.307,0.307,
0.36,0.36,0.36,0.36,
0.291,0.291,0.291,0.291,
0.302,0.302,0.302,0.302,
0.19,0.19,0.19,0.19,
0.122,0.122,0.122,0.122,
0.294,0.294,0.294,0.294,
0.312,0.312,0.312,0.312,
0.36,0.36,0.36,0.36,
0.307,0.307,0.307,0.307,
0.18,0.18,0.18,0.18,
0.204,0.204,0.204,0.204,
0.12,0.12,0.12,0.12,
0.246,0.246,0.246,0.246,
0.299,0.299,0.299,0.299,
0.321,0.321,0.321,0.321,
0.28,0.28,0.28,0.28,
0.13,0.13,0.13,0.13,
0.106,0.106,0.106,0.106,
0.261,0.261,0.261,0.261,
0.277,0.277,0.277,0.277,
0.321,0.321,0.321,0.321,
0.207,0.207,0.207,0.207,
0.064,0.064,0.064,0.064,
0.198,0.198,0.198,0.198,
0.285,0.285,0.285,0.285,
0.403,0.403,0.403,0.403,
0.215,0.215,0.215,0.215,
0.269,0.269,0.269,0.269,
0.211,0.211,0.211,0.211,
0.313,0.313,0.313,0.313,
0.14,0.14,0.14,0.14,
0.129,0.129,0.129,0.129,
0.136,0.136,0.136,0.136,
0.186,0.186,0.186,0.186,
0.395,0.395,0.395,0.395,
0.116,0.116,0.116,0.116,
0.228,0.228,0.228,0.228,
0.275,0.275,0.275,0.275,
0.117,0.117,0.117,0.117,
0.322,0.322,0.322,0.31,
0.17,0.17,0.17,0.17,
0.239,0.239,0.239,0.239,
0.347,0.347,0.347,0.347,
0.257,0.257,0.257,0.257,
0.278,0.278,0.278,0.278,
0.224,0.224,0.224,0.224,
0.262,0.262,0.262,0.262,
0.089,0.089,0.089,0.089,
0.359,0.359,0.359,0.359,
0.101,0.101,0.101,0.101,
0,0,0,0,
0.057,0.057,0.057,0.057,
