

Data analysis for each instance 
AVG,MED,MAX,MIN
2831,2831,2831,2831,
2605,2605,2605,2605,
2591,2591,2591,2591,
2651,2651,2651,2651,
2853,2853,2853,2853,
2477,2477,2477,2477,
2526,2526,2526,2526,
2425,2425,2425,2425,
2466,2466,2466,2466,
2789,2789,2789,2789,
2297,2297,2297,2297,
2687,2687,2687,2687,
2754,2754,2754,2754,
2746,2746,2746,2746,
2501,2501,2501,2501,
2541,2541,2541,2541,
3350,3350,3350,3350,
2519,2519,2519,2519,
2540,2540,2540,2540,
3229,3229,3229,3229,
2681,2681,2681,2681,
2971,2971,2971,2971,
2568,2568,2568,2568,
2453,2453,2453,2453,
2454,2454,2454,2454,
2436,2436,2436,2436,
2688,2688,2688,2688,
2777,2777,2777,2777,
2510,2510,2510,2510,
2625,2625,2625,2625,
2438,2438,2438,2438,
2538,2538,2538,2538,
2564,2564,2564,2564,
2399,2399,2399,2399,
2370,2370,2370,2370,
2991,2991,2991,2991,
2458,2458,2458,2458,
2403,2403,2403,2403,
2723,2723,2723,2723,
2490,2490,2490,2490,
2417,2417,2417,2417,
2508,2508,2508,2508,
2524,2524,2524,2524,
2786,2786,2786,2786,
2689,2689,2689,2689,
2469,2469,2469,2469,
2810,2810,2810,2810,
2870,2870,2870,2870,
2428,2428,2428,2428,
2904,2904,2904,2904,
2494,2494,2494,2494,
2425,2425,2425,2425,
2596,2596,2596,2596,
2808,2808,2808,2808,
2445,2445,2445,2445,
2655,2655,2655,2655,
2615,2615,2615,2615,
2453,2453,2453,2453,
2617,2617,2617,2617,
2367,2367,2367,2367,
2703,2703,2703,2703,
2377,2377,2377,2377,
2369,2369,2369,2369,
2518,2518,2518,2518,
2652,2652,2652,2652,
2667,2667,2667,2667,
2873,2873,2873,2873,
2394,2394,2394,2394,
3010,3010,3010,3010,
2614,2614,2614,2614,
2461,2461,2461,2461,
2522,2522,2522,2522,
2417,2417,2417,2417,
2431,2431,2431,2431,
2547,2547,2547,2547,
2487,2487,2487,2487,
2575,2575,2575,2575,
2711,2711,2711,2711,
2440,2440,2440,2440,
2887,2887,2887,2887,
2618,2618,2618,2618,
2484,2484,2484,2484,
2931,2931,2931,2931,
2351,2351,2351,2351,
2502,2502,2502,2502,
2580,2580,2580,2580,
3135,3135,3135,3135,
2553,2553,2553,2553,
3066,3066,3066,3066,
2721,2721,2721,2721,
2952,2952,2952,2952,
2539,2539,2539,2539,
2350,2350,2350,2350,
2839,2839,2839,2839,
2650,2650,2650,2650,
