

Data analysis for each instance 
AVG,MED,MAX,MIN
0.063,0.063,0.063,0.063,
0.029,0.029,0.029,0.029,
0.063,0.063,0.063,0.063,
-0.012,-0.012,-0.012,-0.012,
0.033,0.033,0.033,0.033,
-0.018,-0.018,-0.018,-0.018,
0.024,0.024,0.024,0.024,
-0.006,-0.006,-0.006,-0.006,
-0.016,-0.016,-0.016,-0.016,
0.04,0.04,0.04,0.04,
0.003,0.003,0.003,0.003,
0.016,0.016,0.016,0.016,
0.017,0.017,0.017,0.017,
0.017,0.017,0.017,0.017,
0.034,0.034,0.034,0.034,
0.006,0.006,0.006,0.006,
0.119,0.119,0.119,0.119,
0.018,0.018,0.018,0.018,
-0.01,-0.01,-0.01,-0.01,
-0.001,-0.001,-0.001,-0.001,
0.051,0.051,0.051,0.051,
-0.004,-0.004,-0.004,-0.004,
0.016,0.016,0.016,0.016,
0.015,0.015,0.015,0.015,
0.008,0.008,0.008,0.008,
0.047,0.047,0.047,0.047,
-0.015,-0.015,-0.015,-0.015,
0.047,0.047,0.047,0.047,
0.027,0.027,0.027,0.027,
0.007,0.007,0.007,0.007,
0.026,0.026,0.026,0.026,
0.02,0.02,0.02,0.02,
-0.008,-0.008,-0.008,-0.008,
0.027,0.027,0.027,0.027,
0.018,0.018,0.018,0.018,
0.028,0.028,0.028,0.028,
0.016,0.016,0.016,0.016,
0.018,0.018,0.018,0.018,
0.036,0.036,0.036,0.036,
0.05,0.05,0.05,0.05,
-0.009,-0.009,-0.009,-0.009,
-0.056,-0.056,-0.056,-0.056,
0.018,0.018,0.018,0.018,
0.04,0.04,0.04,0.04,
0.039,0.039,0.039,0.039,
0.014,0.014,0.014,0.014,
0.071,0.071,0.071,0.071,
-0.023,-0.023,-0.023,-0.023,
-0.004,-0.004,-0.004,-0.004,
0.015,0.015,0.015,0.015,
-0.008,-0.008,-0.008,-0.008,
0.02,0.02,0.02,0.02,
-0.037,-0.037,-0.037,-0.037,
-0.037,-0.037,-0.037,-0.037,
0.02,0.02,0.02,0.02,
0.001,0.001,0.001,0.001,
0.026,0.026,0.026,0.026,
0.047,0.047,0.047,0.047,
0.005,0.005,0.005,0.005,
0.013,0.013,0.013,0.013,
0.036,0.036,0.036,0.036,
0.022,0.022,0.022,0.022,
0.01,0.01,0.01,0.01,
-0.002,-0.002,-0.002,-0.002,
0.026,0.026,0.026,0.026,
-0.012,-0.012,-0.012,-0.012,
0.026,0.026,0.026,0.026,
0.008,0.008,0.008,0.008,
-0.01,-0.01,-0.01,-0.01,
-0.005,-0.005,-0.005,-0.005,
0.018,0.018,0.018,0.018,
0.066,0.066,0.066,0.066,
-0.004,-0.004,-0.004,-0.004,
0.032,0.032,0.032,0.032,
0.045,0.045,0.045,0.045,
0.038,0.038,0.038,0.038,
0.039,0.039,0.039,0.039,
0.034,0.034,0.034,0.034,
-0.014,-0.014,-0.014,-0.014,
0.025,0.025,0.025,0.025,
0.014,0.014,0.014,0.014,
0.007,0.007,0.007,0.007,
-0.036,-0.036,-0.036,-0.036,
0.003,0.003,0.003,0.003,
0.031,0.031,0.031,0.031,
0.015,0.015,0.015,0.015,
0.054,0.054,0.054,0.054,
0.024,0.024,0.024,0.024,
0.02,0.02,0.02,0.02,
0.065,0.065,0.065,0.065,
0.033,0.033,0.033,0.033,
0.018,0.018,0.018,0.018,
0.036,0.036,0.036,0.036,
-0.005,-0.005,-0.005,-0.005,
0.069,0.069,0.069,0.069,
0.047,0.047,0.047,0.047,
0.031,0.031,0.031,0.031,
-0.005,-0.005,-0.005,-0.005,
-0.008,-0.008,-0.008,-0.008,
0.004,0.004,0.004,0.004,


-0.048,-0.048,-0.048,-0.048,
0.021,0.021,0.021,0.021,
-0.033,-0.033,-0.033,-0.033,
0.003,0.003,0.003,0.003,
0.015,0.015,0.015,0.015,
0.026,0.026,0.026,0.026,
-0.011,-0.011,-0.011,-0.011,
-0.019,-0.019,-0.019,-0.019,
0.064,0.064,0.064,0.064,
-0.015,-0.015,-0.015,-0.015,
-0.007,-0.007,-0.007,-0.007,
0.014,0.014,0.014,0.014,
-0.018,-0.018,-0.018,-0.018,
-0.001,-0.001,-0.001,-0.001,
-0.016,-0.016,-0.016,-0.016,
0.009,0.009,0.009,0.009,
0.032,0.032,0.032,0.032,
-0.005,-0.005,-0.005,-0.005,
-0.001,-0.001,-0.001,-0.001,
-0.029,-0.029,-0.029,-0.029,
-0.019,-0.019,-0.019,-0.019,
0.03,0.03,0.03,0.03,
0,0,0,0,
-0.028,-0.028,-0.028,-0.028,
-0.014,-0.014,-0.014,-0.014,
-0.03,-0.03,-0.03,-0.03,
0.001,0.001,0.001,0.001,
0.006,0.006,0.006,0.006,
-0.026,-0.026,-0.026,-0.026,
0.024,0.024,0.024,0.024,
-0.023,-0.023,-0.023,-0.023,
0.016,0.016,0.016,0.016,
0.024,0.024,0.024,0.024,
-0.022,-0.022,-0.022,-0.022,
-0.003,-0.003,-0.003,-0.003,
0.013,0.013,0.013,0.013,
-0.005,-0.005,-0.005,-0.005,
-0.001,-0.001,-0.001,-0.001,
-0.023,-0.023,-0.023,-0.023,
-0.029,-0.029,-0.029,-0.029,
-0.013,-0.013,-0.013,-0.013,
0.08,0.08,0.08,0.08,
0.016,0.016,0.016,0.016,
-0.01,-0.01,-0.01,-0.01,
-0.002,-0.002,-0.002,-0.002,
-0.031,-0.031,-0.031,-0.031,
-0.041,-0.041,-0.041,-0.041,
0.085,0.085,0.085,0.085,
0.012,0.012,0.012,0.012,
-0.004,-0.004,-0.004,-0.004,
0.045,0.045,0.045,0.045,
-0.044,-0.044,-0.044,-0.044,
0.06,0.06,0.06,0.06,
0.044,0.044,0.044,0.044,
-0.015,-0.015,-0.015,-0.015,
0.035,0.035,0.035,0.035,
-0.067,-0.067,-0.067,-0.067,
-0.029,-0.029,-0.029,-0.029,
0.026,0.026,0.026,0.026,
0.012,0.012,0.012,0.012,
0.004,0.004,0.004,0.004,
-0.005,-0.005,-0.005,-0.005,
-0.001,-0.001,-0.001,-0.001,
0.038,0.038,0.038,0.038,
-0.053,-0.053,-0.053,-0.053,
0.028,0.028,0.028,0.028,
-0.039,-0.039,-0.039,-0.039,
0.014,0.014,0.014,0.014,
-0.036,-0.036,-0.036,-0.036,
-0.013,-0.013,-0.013,-0.013,
0.001,0.001,0.001,0.001,
-0.052,-0.052,-0.052,-0.052,
0.023,0.023,0.023,0.023,
0.001,0.001,0.001,0.001,
-0.033,-0.033,-0.033,-0.033,
-0.009,-0.009,-0.009,-0.009,
0.005,0.005,0.005,0.005,
0.026,0.026,0.026,0.026,
-0.013,-0.013,-0.013,-0.013,
0.042,0.042,0.042,0.042,
0,0,0,0,
-0.01,-0.01,-0.01,-0.01,
0,0,0,0,
0.023,0.023,0.023,0.023,
0.015,0.015,0.015,0.015,
-0.007,-0.007,-0.007,-0.007,
-0.097,-0.097,-0.097,-0.097,
-0.015,-0.015,-0.015,-0.015,
0.072,0.072,0.072,0.072,
-0.038,-0.038,-0.038,-0.038,
0.017,0.017,0.017,0.017,
0.017,0.017,0.017,0.017,
-0.02,-0.02,-0.02,-0.02,
0.038,0.038,0.038,0.038,
0.013,0.013,0.013,0.013,
-0.025,-0.025,-0.025,-0.025,
0.008,0.008,0.008,0.008,
0.03,0.03,0.03,0.03,
-0.001,-0.001,-0.001,-0.001,
0.012,0.012,0.012,0.012,


0.028,0.028,0.028,0.028,
-0.021,-0.021,-0.021,-0.021,
0.009,0.009,0.009,0.009,
0.04,0.04,0.04,0.04,
-0.025,-0.025,-0.025,-0.025,
0.021,0.021,0.021,0.021,
-0.006,-0.006,-0.006,-0.006,
0.011,0.011,0.011,0.011,
-0.021,-0.021,-0.021,-0.021,
0.001,0.001,0.001,0.001,
0.004,0.004,0.004,0.004,
0.006,0.006,0.006,0.006,
0.013,0.013,0.013,0.013,
0.004,0.004,0.004,0.004,
0.015,0.015,0.015,0.015,
-0.015,-0.015,-0.015,-0.015,
0,0,0,0,
-0.016,-0.016,-0.016,-0.016,
-0.013,-0.013,-0.013,-0.013,
0.007,0.007,0.007,0.007,
0.036,0.036,0.036,0.036,
-0.022,-0.022,-0.022,-0.022,
-0.002,-0.002,-0.002,-0.002,
