

Data analysis for each instance 
AVG,MED,MAX,MIN
0.072,0.072,0.072,0.072,
0.032,0.032,0.032,0.032,
0.054,0.054,0.054,0.054,
-0.027,-0.027,-0.027,-0.027,
0.012,0.012,0.012,0.012,
0.009,0.009,0.009,0.009,
-0.008,-0.008,-0.008,-0.008,
0.006,0.006,0.006,0.006,
-0.006,-0.006,-0.006,-0.006,
0.023,0.023,0.023,0.023,
-0.001,-0.001,-0.001,-0.001,
0.018,0.018,0.018,0.018,
0.011,0.011,0.011,0.011,
-0.045,-0.045,-0.045,-0.045,
-0.001,-0.001,-0.001,-0.001,
0.006,0.006,0.006,0.006,
0.12,0.12,0.12,0.12,
0.033,0.033,0.033,0.033,
-0.01,-0.01,-0.01,-0.01,
0.085,0.085,0.085,0.085,
0.012,0.012,0.012,0.012,
0.022,0.022,0.022,0.022,
0.006,0.006,0.006,0.006,
0.017,0.017,0.017,0.017,
0.004,0.004,0.004,0.004,
0.044,0.044,0.044,0.044,
0.003,0.003,0.003,0.003,
0.031,0.031,0.031,0.031,
0.015,0.015,0.015,0.015,
-0.009,-0.009,-0.009,-0.009,
0.003,0.003,0.003,0.003,
-0.007,-0.007,-0.007,-0.007,
0.003,0.003,0.003,0.003,
0.002,0.002,0.002,0.002,
0.039,0.039,0.039,0.039,
0.031,0.031,0.031,0.031,
0.006,0.006,0.006,0.006,
0.023,0.023,0.023,0.023,
0.044,0.044,0.044,0.044,
0.033,0.033,0.033,0.033,
0.009,0.009,0.009,0.009,
0.026,0.026,0.026,0.026,
0.024,0.024,0.024,0.024,
0.047,0.047,0.047,0.047,
0.017,0.017,0.017,0.017,
-0.012,-0.012,-0.012,-0.012,
0.039,0.039,0.039,0.039,
0.002,0.002,0.002,0.002,
-0.004,-0.004,-0.004,-0.004,
0.039,0.039,0.039,0.039,
-0.022,-0.022,-0.022,-0.022,
0.032,0.032,0.032,0.032,
-0.002,-0.002,-0.002,-0.002,
0.029,0.029,0.029,0.029,
-0.003,-0.003,-0.003,-0.003,
0.017,0.017,0.017,0.017,
0.003,0.003,0.003,0.003,
0.025,0.025,0.025,0.025,
0.023,0.023,0.023,0.023,
0.017,0.017,0.017,0.017,
0.019,0.019,0.019,0.019,
0.025,0.025,0.025,0.025,
0.002,0.002,0.002,0.002,
-0.004,-0.004,-0.004,-0.004,
0.019,0.019,0.019,0.019,
-0.015,-0.015,-0.015,-0.015,
0.022,0.022,0.022,0.022,
-0.01,-0.01,-0.01,-0.01,
0.03,0.03,0.03,0.03,
0.026,0.026,0.026,0.026,
0.004,0.004,0.004,0.004,
