

Data analysis for each instance 
AVG,MED,MAX,MIN
-0.087,-0.087,-0.087,-0.087,
-0.037,-0.037,-0.037,-0.037,
-0.025,-0.025,-0.025,-0.025,
-0.024,-0.024,-0.024,-0.024,
-0.046,-0.046,-0.046,-0.046,
-0.033,-0.033,-0.033,-0.033,
-0.021,-0.021,-0.021,-0.021,
-0.04,-0.04,-0.04,-0.04,
-0.026,-0.026,-0.026,-0.026,
-0.032,-0.032,-0.032,-0.032,
-0.008,-0.008,-0.008,-0.008,
-0.043,-0.043,-0.043,-0.043,
-0.007,-0.007,-0.007,-0.007,
-0.039,-0.039,-0.039,-0.039,
-0.027,-0.027,-0.027,-0.027,
0.035,0.035,0.035,0.035,
0.025,0.025,0.025,0.025,
-0.041,-0.041,-0.041,-0.041,
0.054,0.054,0.054,0.054,
-0.06,-0.06,-0.06,-0.06,
-0.053,-0.053,-0.053,-0.053,
-0.034,-0.034,-0.034,-0.034,
-0.052,-0.052,-0.052,-0.052,
-0.052,-0.052,-0.052,-0.052,
-0.034,-0.034,-0.034,-0.034,
0.017,0.017,0.017,0.017,
0.005,0.005,0.005,0.005,
-0.014,-0.014,-0.014,-0.014,
-0.055,-0.055,-0.055,-0.055,
-0.106,-0.106,-0.106,-0.106,
-0.008,-0.008,-0.008,-0.008,
-0.044,-0.044,-0.044,-0.044,
-0.03,-0.03,-0.03,-0.03,
-0.017,-0.017,-0.017,-0.017,
-0.036,-0.036,-0.036,-0.036,
0.003,0.003,0.003,0.003,
-0.017,-0.017,-0.017,-0.017,
-0.045,-0.045,-0.045,-0.045,
-0.05,-0.05,-0.05,-0.05,
-0.05,-0.05,-0.05,-0.05,
-0.044,-0.044,-0.044,-0.044,
-0.021,-0.021,-0.021,-0.021,
-0.039,-0.039,-0.039,-0.039,
-0.083,-0.083,-0.083,-0.083,
-0.008,-0.008,-0.008,-0.008,
-0.017,-0.017,-0.017,-0.017,
-0.051,-0.051,-0.051,-0.051,
0.02,0.02,0.02,0.02,
-0.041,-0.041,-0.041,-0.041,
-0.01,-0.01,-0.01,-0.01,
-0.034,-0.034,-0.034,-0.034,
0.006,0.006,0.006,0.006,
0.011,0.011,0.011,0.011,
-0.031,-0.031,-0.031,-0.031,
-0.074,-0.074,-0.074,-0.074,
-0.02,-0.02,-0.02,-0.02,
0.018,0.018,0.018,0.018,
-0.045,-0.045,-0.045,-0.045,
-0.03,-0.03,-0.03,-0.03,
-0.031,-0.031,-0.031,-0.031,
-0.02,-0.02,-0.02,-0.02,
-0.043,-0.043,-0.043,-0.043,
-0.032,-0.032,-0.032,-0.032,
-0.038,-0.038,-0.038,-0.038,
-0.027,-0.027,-0.027,-0.027,
0.005,0.005,0.005,0.005,
-0.002,-0.002,-0.002,-0.002,
-0.055,-0.055,-0.055,-0.055,
-0.025,-0.025,-0.025,-0.025,
-0.067,-0.067,-0.067,-0.067,
0.032,0.032,0.032,0.032,
-0.042,-0.042,-0.042,-0.042,
-0.052,-0.052,-0.052,-0.052,
-0.033,-0.033,-0.033,-0.033,
-0.082,-0.082,-0.082,-0.082,
0.015,0.015,0.015,0.015,
-0.029,-0.029,-0.029,-0.029,
-0.025,-0.025,-0.025,-0.025,
-0.036,-0.036,-0.036,-0.036,
0.007,0.007,0.007,0.007,
-0.05,-0.05,-0.05,-0.05,
-0.071,-0.071,-0.071,-0.071,
0.003,0.003,0.003,0.003,
-0.024,-0.024,-0.024,-0.024,
-0.031,-0.031,-0.031,-0.031,
-0.027,-0.027,-0.027,-0.027,
-0.096,-0.096,-0.096,-0.096,
-0.1,-0.1,-0.1,-0.1,
-0.008,-0.008,-0.008,-0.008,
-0.077,-0.077,-0.077,-0.077,
0.005,0.005,0.005,0.005,
-0.025,-0.025,-0.025,-0.025,
-0.039,-0.039,-0.039,-0.039,
-0.026,-0.026,-0.026,-0.026,
-0.071,-0.071,-0.071,-0.071,
-0.079,-0.079,-0.079,-0.079,
-0.009,-0.009,-0.009,-0.009,
-0.035,-0.035,-0.035,-0.035,
-0.031,-0.031,-0.031,-0.031,
-0.021,-0.021,-0.021,-0.021,


0.125,0.125,0.125,0.125,
0.002,0.002,0.002,0.002,
0.021,0.021,0.021,0.021,
0,0,0,0,
0.079,0.079,0.079,0.079,
0.004,0.004,0.004,0.004,
0.064,0.064,0.064,0.064,
0.058,0.058,0.058,0.058,
-0.025,-0.025,-0.025,-0.025,
-0.015,-0.015,-0.015,-0.015,
0.007,0.007,0.007,0.007,
0.029,0.029,0.029,0.029,
0.021,0.021,0.021,0.021,
0.009,0.009,0.009,0.009,
0.036,0.036,0.036,0.036,
-0.044,-0.044,-0.044,-0.044,
-0.058,-0.058,-0.058,-0.058,
-0.001,-0.001,-0.001,-0.001,
-0.08,-0.08,-0.08,-0.08,
0.047,0.047,0.047,0.047,
0.005,0.005,0.005,0.005,
0.007,0.007,0.007,0.007,
0.022,0.022,0.022,0.022,
0.035,0.035,0.035,0.035,
0.055,0.055,0.055,0.055,
-0.008,-0.008,-0.008,-0.008,
0.021,0.021,0.021,0.021,
0.013,0.013,0.013,0.013,
0.027,0.027,0.027,0.027,
0.066,0.066,0.066,0.066,
0.057,0.057,0.057,0.057,
-0.004,-0.004,-0.004,-0.004,
0.036,0.036,0.036,0.036,
0,0,0,0,
0.033,0.033,0.033,0.033,
-0.044,-0.044,-0.044,-0.044,
-0.024,-0.024,-0.024,-0.024,
0.012,0.012,0.012,0.012,
-0.011,-0.011,-0.011,-0.011,
0.036,0.036,0.036,0.036,
-0.013,-0.013,-0.013,-0.013,
-0.022,-0.022,-0.022,-0.022,
0.019,0.019,0.019,0.019,
0.077,0.077,0.077,0.077,
-0.005,-0.005,-0.005,-0.005,
0.024,0.024,0.024,0.024,
0.01,0.01,0.01,0.01,
-0.012,-0.012,-0.012,-0.012,
0.012,0.012,0.012,0.012,
-0.015,-0.015,-0.015,-0.015,
0.028,0.028,0.028,0.028,
-0.045,-0.045,-0.045,-0.045,
-0.015,-0.015,-0.015,-0.015,
0.018,0.018,0.018,0.018,
0.044,0.044,0.044,0.044,
0.027,0.027,0.027,0.027,
-0.007,-0.007,-0.007,-0.007,
0.029,0.029,0.029,0.029,
0.039,0.039,0.039,0.039,
0.039,0.039,0.039,0.039,
0.008,0.008,0.008,0.008,
0.012,0.012,0.012,0.012,
0.024,0.024,0.024,0.024,
-0.026,-0.026,-0.026,-0.026,
0.028,0.028,0.028,0.028,
-0.037,-0.037,-0.037,-0.037,
0.021,0.021,0.021,0.021,
0.04,0.04,0.04,0.04,
0.01,0.01,0.01,0.01,
0.074,0.074,0.074,0.074,
0.05,0.05,0.05,0.05,
0.061,0.061,0.061,0.061,
0.041,0.041,0.041,0.041,
-0.002,-0.002,-0.002,-0.002,
0.028,0.028,0.028,0.028,
0.046,0.046,0.046,0.046,
-0.013,-0.013,-0.013,-0.013,
0.002,0.002,0.002,0.002,
-0.023,-0.023,-0.023,-0.023,
-0.022,-0.022,-0.022,-0.022,
0.024,0.024,0.024,0.024,
0.043,0.043,0.043,0.043,
0.002,0.002,0.002,0.002,
-0.012,-0.012,-0.012,-0.012,
-0.005,-0.005,-0.005,-0.005,
0.015,0.015,0.015,0.015,
0.088,0.088,0.088,0.088,
0.066,0.066,0.066,0.066,
0.003,0.003,0.003,0.003,
0.059,0.059,0.059,0.059,
-0.004,-0.004,-0.004,-0.004,
0.014,0.014,0.014,0.014,
0.063,0.063,0.063,0.063,
